year,rank,name,first_clean,middle,last,firstlast,gender_guess
1982,DCM, Warren A. Lavorel,Warren,A.,Lavorel,Warren Lavorel,male
1982,AMB, Robert P. Paganelli,Robert,P.,Paganelli,Robert Paganelli,male
1982,RSO, Raymond V. Smith,Raymond,V.,Smith,Raymond Smith,male
1982,DCM, William A. Rugh,William,A.,Rugh,William Rugh,male
1982,AID, Edwin D. Callahan,Edwin,D.,Callahan,Edwin Callahan,male
1982,PAO, Richard E. Undeland,Richard,E.,Undeland,Richard Undeland,male
1982,POL, Edward G. Abington,Edward,G.,Abington,Edward Abington,male
1982,ODA, LtC Lawrence L.,Lawrence,,L.,Lawrence L.,male
1982,CON, Vincent M. Battle,Vincent,M.,Battle,Vincent Battle,male
1982,ADM, Raymond G. Robinson,Raymond,G.,Robinson,Raymond Robinson,male
1982,AMB," David C. Miller, Jr.",David,C.,Miller,David Miller,male
1982,ADM, Hilary L.,Hilary,,L.,Hilary L.,female
1982,DCM, David J. Fischer,David,J.,Fischer,David Fischer,male
1982,POL, Robert A. Proctor,Robert,A.,Proctor,Robert Proctor,male
1982,RSO, Steven B. Bray,Steven,B.,Bray,Steven Bray,male
1982,ECO, Stuart R. Lynn,Stuart,R.,Lynn,Stuart Lynn,male
1982,COM, George H. Hazelrigg,George,H.,Hazelrigg,George Hazelrigg,male
1982,AID, Arthur Handley,Arthur,,Handley,Arthur Handley,male
1982,PAO, Michael J. Gould,Michael,J.,Gould,Michael Gould,male
1982,CON, Deborah M. Odell,Deborah,M.,Odell,Deborah Odell,female
1982,AMB, John G. Dean,John,G.,Dean,John Dean,male
1982,AGR, Robert C. Tetro,Robert,C.,Tetro,Robert Tetro,male
1982,DCM, Burton C. Levin,Burton,C.,Levin,Burton Levin,male
1982,AID, Donald D. Cohen,Donald,D.,Cohen,Donald Cohen,male
1982,ECO, Robert Brungart,Robert,,Brungart,Robert Brungart,male
1982,PAO, Herwald Morton,Herwald,,Morton,Herwald Morton,male
1982,COM, Brooks Ryno,Brooks,,Ryno,Brooks Ryno,male
1982,NAU, Richard R. Hart,Richard,R.,Hart,Richard Hart,male
1982,POL, M. James Wilkinson,James,James,Wilkinson,James Wilkinson,male
1982,ODA, Col Jerry A. Crist,Jerry,A.,Crist,Jerry Crist,male
1982,LAB, Garry D. DeVight,Garry,D.,DeVight,Garry DeVight,male
1982,CON, S. Richard Rand,Richard,Richard,Rand,Richard Rand,male
1982,ADM, John Condayan,John,,Condayan,John Condayan,male
1982,RSO, George H. Larson,George,H.,Larson,George Larson,male
1982,PO, Paul J. Bennett,Paul,J.,Bennett,Paul Bennett,male
1982,BPAO, Barry J. Levin,Barry,J.,Levin,Barry Levin,male
1982,CON, Nicholas A. Sherwood,Nicholas,A.,Sherwood,Nicholas Sherwood,male
1982,PO, Richard M. Gibson,Richard,M.,Gibson,Richard Gibson,male
1982,PO, Charles E. Lahiguera,Charles,E.,Lahiguera,Charles Lahiguera,male
1982,CON, Frederick W. Rustmann,Frederick,W.,Rustmann,Frederick Rustmann,male
1982,ADM, Thomas K. Jefferson,Thomas,K.,Jefferson,Thomas Jefferson,male
1982,CHG, Irvin Hicks,Irvin,,Hicks,Irvin Hicks,male
1982,AID, John A. Lundgren,John,A.,Lundgren,John Lundgren,male
1982,PAO, Jean Mammen,Jean,,Mammen,Jean Mammen,male
1982,CON, John B. Bestic,John,B.,Bestic,John Bestic,male
1982,AMB, Melvin H. Evans,Melvin,H.,Evans,Melvin Evans,male
1982,DCM, A. Donald Bramante,Donald,Donald,Bramante,Donald Bramante,male
1982,PAO, Robert K. Geis,Robert,K.,Geis,Robert Geis,male
1982,ODA, Col Ronald Cox USA,Ronald,,Cox,Ronald Cox,male
1982,CON, Sunao Sakamoto,Sunao,,Sakamoto,Sunao Sakamoto,unknown
1982,ADM, Clarke W. Allard,Clarke,W.,Allard,Clarke Allard,male
1982,AMB, Walter L. Cutler,Walter,L.,Cutler,Walter Cutler,male
1982,ATO, Dale L. Good,Dale,L.,Good,Dale Good,mostly_male
1982,DCM, David L. Mack,David,L.,Mack,David Mack,male
1982,AID, Martin Dagata,Martin,,Dagata,Martin Dagata,male
1982,PAO, R. Ellsworth Miller,Ellsworth,Ellsworth,Miller,Ellsworth Miller,male
1982,POL, Lawrence E. Pope,Lawrence,E.,Pope,Lawrence Pope,male
1982,LAB, Mary Ann Casey,Mary,Ann,Casey,Mary Casey,mostly_female
1982,CON, Jean Bradford,Jean,,Bradford,Jean Bradford,male
1982,ADM, Elaine Schunter,Elaine,,Schunter,Elaine Schunter,female
1982,RSO, Thomas M. Zopfi,Thomas,M.,Zopfi,Thomas Zopfi,male
1982,AMB, Robert Strausz-Hupe,Robert,,Strausz-Hupe,Robert Strausz-Hupe,male
1982,RSO, Mark Sanna,Mark,,Sanna,Mark Sanna,male
1982,DCM, Richard W. Boehm,Richard,W.,Boehm,Richard Boehm,male
1982,AGR, Alfred Persi,Alfred,,Persi,Alfred Persi,male
1982,ECO, G. Clay Nettles,Clay,Clay,Nettles,Clay Nettles,male
1982,COM, Arma Jane Karaer,Arma,Jane,Karaer,Arma Karaer,unknown
1982,POL, Jay,Jay,,,Jay ,male
1982,PAO, Marshall,Marshall,,,Marshall ,male
1982,MSA, Lucian Heichler,Lucian,,Heichler,Lucian Heichler,male
1982,ODA, Col Harry G.,Harry,,G.,Harry G.,male
1982,CON, Annette,Annette,,,Annette ,female
1982,ADM, Nicholas,Nicholas,,,Nicholas ,male
1982,CG, Daniel O. Newberry,Daniel,O.,Newberry,Daniel Newberry,male
1982,CON, Rex L. Himes,Rex,L.,Himes,Rex Himes,male
1982,ECO, Louis E. Kahn,Louis,E.,Kahn,Louis Kahn,male
1982,ADM, Thomas R. Flesher,Thomas,R.,Flesher,Thomas Flesher,male
1982,COM," Glenn L. McCurdy, Jr.",Glenn,L.,McCurdy,Glenn McCurdy,male
1982,RSO, Gary Caldwell,Gary,,Caldwell,Gary Caldwell,male
1982,POL, Roger L. Hart,Roger,L.,Hart,Roger Hart,male
1982,BPAO, David D. Grimland,David,D.,Grimland,David Grimland,male
1982,CG, Beauveau B. Nalle,Beauveau,B.,Nalle,Beauveau Nalle,unknown
1982,BPAO, John Hols,John,,Hols,John Hols,male
1982,ADM, Robert W. Biddle,Robert,W.,Biddle,Robert Biddle,male
1982,PO, Emil Castro,Emil,,Castro,Emil Castro,male
1982,CON, Glenn A. Knight,Glenn,A.,Knight,Glenn Knight,male
1982,AMB, Gordon,Gordon,,,Gordon ,male
1982,ADM, H. Donn Hooker,Donn,Donn,Hooker,Donn Hooker,male
1982,DCM, David T. Morrison,David,T.,Morrison,David Morrison,male
1982,AID, Craig Buck,Craig,,Buck,Craig Buck,male
1982,PAO, Eddie Deerfield,Eddie,,Deerfield,Eddie Deerfield,male
1982,CON, Timothy,Timothy,,,Timothy ,male
1982,AMB, Arthur A. Hartman,Arthur,A.,Hartman,Arthur Hartman,male
1982,ADM," Harvey A. Buffalo, Jr.",Harvey,A.,Buffalo,Harvey Buffalo,male
1982,DCM, Warren Zimmerman,Warren,,Zimmerman,Warren Zimmerman,male
1982,RSO, Brian B. Flanagan,Brian,B.,Flanagan,Brian Flanagan,male
1982,ECO, Peter Semler,Peter,,Semler,Peter Semler,male
1982,SCI, John M. Joyce,John,M.,Joyce,John Joyce,male
1982,COM, G. Gene Griffiths,Gene,Gene,Griffiths,Gene Griffiths,mostly_male
1982,AGR, Harlan J. Dirks,Harlan,J.,Dirks,Harlan Dirks,male
1982,POL, Sherrod B. McCall,Sherrod,B.,McCall,Sherrod McCall,unknown
1982,CON, Wayne Leininger,Wayne,,Leininger,Wayne Leininger,male
1982,ODA, Bg Charles Hamm,Charles,,Hamm,Charles Hamm,male
1982,DIR, G. Gene Griffiths,Gene,Gene,Griffiths,Gene Griffiths,mostly_male
1982,CG, Christopher A. Squire,Christopher,A.,Squire,Christopher Squire,male
1982,CON, Daniel Fried,Daniel,,Fried,Daniel Fried,male
1982,DPO, Int M. Silins,Int,M.,Silins,Int Silins,unknown
1982,ADM, E. Craig Lineburger,Craig,Craig,Lineburger,Craig Lineburger,male
1982,RSO, Timothy J. Dixon,Timothy,J.,Dixon,Timothy Dixon,male
1982,BCAO, Anne Sigmund,Anne,,Sigmund,Anne Sigmund,female
1982,CON, Rupert Vaughn,Rupert,,Vaughn,Rupert Vaughn,male
1982,CHG, Patrick N. Theros,Patrick,N.,Theros,Patrick Theros,male
1982,ADM, Alphonse,Alphonse,,,Alphonse ,male
1982,PAO," Phillip A. Wolcott, Jr.",Phillip,A.,Wolcott,Phillip Wolcott,male
1982,COM, Charles Kestenbaum,Charles,,Kestenbaum,Charles Kestenbaum,male
1982,USLO, John N. Gordon,John,N.,Gordon,John Gordon,male
1982,OIC, Thomas Dowling,Thomas,,Dowling,Thomas Dowling,male
1982,AMB," John J. Louis, Jr.",John,J.,Louis,John Louis,male
1982,CON, Robert W. Maule,Robert,W.,Maule,Robert Maule,male
1982,DCM," Edward J. Streator, Jr.",Edward,J.,Streator,Edward Streator,male
1982,ADM, David C. Fields,David,C.,Fields,David Fields,male
1982,ECO, Robert J. Morris,Robert,J.,Morris,Robert Morris,male
1982,RSO, FIN:,FIN:,,,FIN: ,unknown
1982,FIN, Jerry M. Newman,Jerry,M.,Newman,Jerry Newman,male
1982,SCI, Justin,Justin,,,Justin ,male
1982,COM, Calvin C. Berlin,Calvin,C.,Berlin,Calvin Berlin,male
1982,AGR, Turner L. Oyloe,Turner,L.,Oyloe,Turner Oyloe,male
1982,POL, Richard McCormack,Richard,,McCormack,Richard McCormack,male
1982,ATO, Theodore,Theodore,,,Theodore ,male
1982,LAB, Roger C. Schrader,Roger,C.,Schrader,Roger Schrader,male
1982,PAO, Philip W. Arnold,Philip,W.,Arnold,Philip Arnold,male
1982,CG, Michael Michaud,Michael,,Michaud,Michael Michaud,male
1982,CON, Robert MOSher,Robert,,MOSher,Robert MOSher,male
1982,CG, Leonard F. Willems,Leonard,F.,Willems,Leonard Willems,male
1982,CON, Nancy Abell,Nancy,,Abell,Nancy Abell,female
1982,US REP, Amb. Jeane J. Kirkpatrick,Jeane,J.,Kirkpatrick,Jeane Kirkpatrick,female
1982,DEP US REP, Amb. Kenneth L. Adelman,Kenneth,L.,Adelman,Kenneth Adelman,male
1982,POL, Dirk Gleysteen,Dirk,,Gleysteen,Dirk Gleysteen,male
1982,UN RES MGT, J. Theodore,,,Theodore, Theodore,unknown
1982,PAO, Steven C. Munson,Steven,C.,Munson,Steven Munson,male
1982,ADM, Bruce W. Clark,Bruce,W.,Clark,Bruce Clark,male
1982,INT LEGAL, Herbert K. Reis,Herbert,K.,Reis,Herbert Reis,male
1982,HOST COUNTRY, Robert C. Moſler,Robert,C.,Moſler,Robert Moſler,male
1982,US REP, Amb. J. William Middendorf,William,William,Middendorf,William Middendorf,male
1982,DEP US REP, Herbert Thompson,Herbert,,Thompson,Herbert Thompson,male
1982,AMB," Julius W. Walker, Jr.",Julius,W.,Walker,Julius Walker,male
1982,ADM, Kenneth N. Peltier,Kenneth,N.,Peltier,Kenneth Peltier,male
1982,DCM, Anthony S. Dalsimer,Anthony,S.,Dalsimer,Anthony Dalsimer,male
1982,AID, Richard C. Meyer,Richard,C.,Meyer,Richard Meyer,male
1982,PAO, Thomas,Thomas,,,Thomas ,male
1982,CON, Donn A. Weaver,Donn,A.,Weaver,Donn Weaver,male
1982,ODA, Ltc Landy T. Nelson,Landy,T.,Nelson,Landy Nelson,unknown
1982,AMB," Thomas Aranda, Jr.",Thomas,,Aranda,Thomas Aranda,male
1982,ADM, J. Richard Mason,Richard,Richard,Mason,Richard Mason,male
1982,DCM, N. Shaw Smith,Shaw,Shaw,Smith,Shaw Smith,unknown
1982,ECO, James H. Cheatham,James,H.,Cheatham,James Cheatham,male
1982,POL, James C. Cason,James,C.,Cason,James Cason,male
1982,PAO, Donald E. Reilly,Donald,E.,Reilly,Donald Reilly,male
1982,LAB, Richard F. King,Richard,F.,King,Richard King,male
1982,ODA, Capt William R.,William,,R.,William R.,male
1982,CON, Bernard J. Fennell,Bernard,J.,Fennell,Bernard Fennell,male
1982,AMB, William H. Luers,William,H.,Luers,William Luers,male
1982,RSO, Michael W. Beckner,Michael,W.,Beckner,Michael Beckner,male
1982,DCM, Richard B. Moon,Richard,B.,Moon,Richard Moon,male
1982,ECO," Kenneth Skoug, Jr.",Kenneth,,Skoug,Kenneth Skoug,male
1982,ATO, Marvin L. Lehrer,Marvin,L.,Lehrer,Marvin Lehrer,male
1982,COM," David C. Lacey, Jr.",David,C.,Lacey,David Lacey,male
1982,PAO, John F. Kordek,John,F.,Kordek,John Kordek,male
1982,POL," Lewis R. Murry, Jr.",Lewis,R.,Murry,Lewis Murry,male
1982,IRS, Ruth A. Beard,Ruth,A.,Beard,Ruth Beard,female
1982,LAB, Joseph,Joseph,,,Joseph ,male
1982,ODA, Col John T.,John,,T.,John T.,male
1982,CON, Roy J. Apel,Roy,J.,Apel,Roy Apel,male
1982,ADM, Thomas J.,Thomas,,J.,Thomas J.,male
1982,PO, Lowell R. Fleischer,Lowell,R.,Fleischer,Lowell Fleischer,male
1982,BPAO, William M. Morgan,William,M.,Morgan,William Morgan,male
1982,CON, Philip H. Egger,Philip,H.,Egger,Philip Egger,male
1982,AMB, David E. Zweifel,David,E.,Zweifel,David Zweifel,male
1982,ADM, Stephen H. King,Stephen,H.,King,Stephen King,male
1982,DCM, Ronald E. Neumann,Ronald,E.,Neumann,Ronald Neumann,male
1982,AID, Charles D. Ward,Charles,D.,Ward,Charles Ward,male
1982,POL, Kenneth R. Audroue,Kenneth,R.,Audroue,Kenneth Audroue,male
1982,PAO, James J. Callahan,James,J.,Callahan,James Callahan,male
1982,ODA, Maj Clifford R. Ward,Clifford,R.,Ward,Clifford Ward,male
1982,CON, Allen J. Kepchar,Allen,J.,Kepchar,Allen Kepchar,male
1982,AMB, David AnderSon,David,,AnderSon,David AnderSon,male
1982,RSO, Robert E. Benker,Robert,E.,Benker,Robert Benker,male
1982,DCM, Harry J. Gilmore,Harry,J.,Gilmore,Harry Gilmore,male
1982,SCI, Leroy C. Simpkins,Leroy,C.,Simpkins,Leroy Simpkins,male
1982,ECO, William B. Whitman,William,B.,Whitman,William Whitman,male
1982,COM, Clifford G. Bond,Clifford,G.,Bond,Clifford Bond,male
1982,PAO, Raymond E. Benson,Raymond,E.,Benson,Raymond Benson,male
1982,POL, Thomas P. Dunlop,Thomas,P.,Dunlop,Thomas Dunlop,male
1982,ODA, Col Joe B. Purkhiser,Joe,B.,Purkhiser,Joe Purkhiser,male
1982,CON, John G. Peters,John,G.,Peters,John Peters,male
1982,ADM, Joseph S. Hulings,Joseph,S.,Hulings,Joseph Hulings,male
1982,CG, Olaf Grobel,Olaf,,Grobel,Olaf Grobel,male
1982,BPAO, Michael J. Nugent,Michael,J.,Nugent,Michael Nugent,male
1982,AMB, Robert B. Oakley,Robert,B.,Oakley,Robert Oakley,male
1982,DCM, Thomas E. McNamara,Thomas,E.,McNamara,Thomas McNamara,male
1982,ECO," A. Joseph Williams, Jr.",Joseph,Joseph,Williams,Joseph Williams,male
1982,COM, Leonard J. Lange,Leonard,J.,Lange,Leonard Lange,male
1982,AID, Norman L. Sweet,Norman,L.,Sweet,Norman Sweet,male
1982,POL, Jennifer,Jennifer,,,Jennifer ,female
1982,PAO, Lewis W. Pate,Lewis,W.,Pate,Lewis Pate,male
1982,CON, Richard C. Hermann,Richard,C.,Hermann,Richard Hermann,male
1982,ADM, Gerald S. Rose,Gerald,S.,Rose,Gerald Rose,male
1982,RSO, Wayne W. Algire,Wayne,W.,Algire,Wayne Algire,male
1982,CG, Lewis R. Macfarlane,Lewis,R.,Macfarlane,Lewis Macfarlane,male
1982,ADM, Patrick S. Moon,Patrick,S.,Moon,Patrick Moon,male
1982,BPAO, Melvyn R. Murray,Melvyn,R.,Murray,Melvyn Murray,male
1982,CON, John F. McCarthy,John,F.,McCarthy,John McCarthy,male
1982,AMB, Frank G. Wisner,Frank,G.,Wisner,Frank Wisner,male
1982,ADM, Mary,Mary,,,Mary ,mostly_female
1982,DCM," Wesley W. Egan, Jr.",Wesley,W.,Egan,Wesley Egan,male
1982,AGR, Harold,Harold,,,Harold ,male
1982,POL, George,George,,,George ,male
1982,AID, John A. PatterSon,John,A.,PatterSon,John PatterSon,male
1982,CON, David,David,,,David ,male
1982,PAO, John,John,,,John ,male
1982,AMB, Robert V. Keeley,Robert,V.,Keeley,Robert Keeley,male
1982,ADM, Joseph,Joseph,,,Joseph ,male
1982,DCM, Jeffrey,Jeffrey,,,Jeffrey ,male
1982,AGR, Jack Williams,Jack,,Williams,Jack Williams,male
1982,ECO, Marc Wall,Marc,,Wall,Marc Wall,male
1982,COM, Kurt F. Gross,Kurt,F.,Gross,Kurt Gross,male
1982,AID, Roy Stacy,Roy,,Stacy,Roy Stacy,male
1982,POL, Lawrence Martin,Lawrence,,Martin,Lawrence Martin,male
1982,PAO, John Burns,John,,Burns,John Burns,male
1982,CON, Eunice Reddict,Eunice,,Reddict,Eunice Reddict,female
2022,AMB OMS,Yan Schall,Yan,,Schall,Yan Schall,male
2022,MGT,Linda Rosalik,Linda,,Rosalik,Linda Rosalik,female
2022,CON,Adam Center,Adam,,Center,Adam Center,male
2022,DCM,April Wells,April,,Wells,April Wells,female
2022,PAO,Mario Crifo,Mario,,Crifo,Mario Crifo,male
2022,AID,Sean Callahan,Sean,,Callahan,Sean Callahan,male
2022,POL,Brigid Ryan,Brigid,,Ryan,Brigid Ryan,female
2022,DCM OMS,Kirby Campbell Rierson,Kirby,Campbell,Rierson,Kirby Rierson,mostly_male
2022,AMB OMS,Christina Okamura,Christina,,Okamura,Christina Okamura,female
2022,FM,Glen Allen,Glen,,Allen,Glen Allen,male
2022,HRO,Inna Rotenberg,Inna,,Rotenberg,Inna Rotenberg,female
2022,ICITAP,Ronald Hendren,Ronald,,Hendren,Ronald Hendren,male
2022,MGT,Trishita Maula,Trishita,,Maula,Trishita Maula,unknown
2022,OPDAT,Constantine Soupios,Constantine,,Soupios,Constantine Soupios,mostly_male
2022,POSHO,Glen Allen,Glen,,Allen,Glen Allen,male
2022,CDR,David Millner,David,,Millner,David Millner,male
2022,AMB,Yuri Kim,Yuri,,Kim,Yuri Kim,male
2022,CON,Charles Jarret,Charles,,Jarret,Charles Jarret,male
2022,DCM,Demian Smith,Demian,,Smith,Demian Smith,unknown
2022,PAO,GSO,GSO,,,GSO ,unknown
2022,GSO,John Langer,John,,Langer,John Langer,male
2022,RSO,Karen Riley,Karen,,Riley,Karen Riley,female
2022,AFSA,Vacant,Vacant,,,Vacant ,unknown
2022,AID,Mischere Kawas,Mischere,,Kawas,Mischere Kawas,unknown
2022,CLO,Jacklyn Matti,Jacklyn,,Matti,Jacklyn Matti,female
2022,EEO,Amanda Roberson,Amanda,,Roberson,Amanda Roberson,female
2022,FMO,Inna Rotenberg,Inna,,Rotenberg,Inna Rotenberg,female
2022,IMO,Cem Asci,Cem,,Asci,Cem Asci,male
2022,IPO,Aaron Smith,Aaron,,Smith,Aaron Smith,male
2022,ISO,Munkhtur Enkhbold,Munkhtur,,Enkhbold,Munkhtur Enkhbold,unknown
2022,DCM OMS,Allie Hutton,Allie,,Hutton,Allie Hutton,mostly_female
2022,AMB OMS,Lani McDavid,Lani,,McDavid,Lani McDavid,unknown
2022,FCS,Michele Smith,Michele,,Smith,Michele Smith,female
2022,FM TDY,Bill Keith,Bill,,Keith,Bill Keith,male
2022,TDY,Bill Keith,Bill,,Keith,Bill Keith,male
2022,HRO TDY,Ola Criss,Ola,,Criss,Ola Criss,male
2022,TDY,Ola Criss,Ola,,Criss,Ola Criss,male
2022,LEGAT TDY,Cecily Rometo,Cecily,,Rometo,Cecily Rometo,female
2022,TDY,Cecily Rometo,Cecily,,Rometo,Cecily Rometo,female
2022,MGT,Kristin Rockwood,Kristin,,Rockwood,Kristin Rockwood,female
2022,AMB,Elizabeth M. Aubin,Elizabeth,M.,Aubin,Elizabeth Aubin,female
2022,CON,Jeffrey Gringer,Jeffrey,,Gringer,Jeffrey Gringer,male
2022,DCM,Kathryn Kiser,Kathryn,,Kiser,Kathryn Kiser,female
2022,PAO,Jodi Breisler,Jodi,,Breisler,Jodi Breisler,female
2022,GSO,Matt Welsh,Matt,,Welsh,Matt Welsh,male
2022,RSO,Gregg Geerdes,Gregg,,Geerdes,Gregg Geerdes,male
2022,AGR,Evgenia Ustinova,Evgenia,,Ustinova,Evgenia Ustinova,female
2022,CLO,Shannon Younis,Shannon,,Younis,Shannon Younis,mostly_female
2022,EEO,Jeff Hiatt,Jeff,,Hiatt,Jeff Hiatt,male
2022,FMO,Dwayne McDavid,Dwayne,,McDavid,Dwayne McDavid,male
2022,IMO,Jeff Hiatt,Jeff,,Hiatt,Jeff Hiatt,male
2022,DCM OMS TANESHA,DILLARD,DILLARD,,,DILLARD ,unknown
2022,TANESHA DILLARD AMB,OMS,OMS,,,OMS ,unknown
2022,AMB OMS LYLAH,QUEST,QUEST,,,QUEST ,unknown
2022,LYLAH QUEST,CDC,CDC,,,CDC ,unknown
2022,CDC KARIDIA,DIALLO,DIALLO,,,DIALLO ,unknown
2022,KARIDIA DIALLO,FCS,FCS,,,FCS ,unknown
2022,FCS THOMAS,STRAUSS,STRAUSS,,,STRAUSS ,unknown
2022,THOMAS STRAUSS,FM,FM,,,FM ,unknown
2022,FM,VACANT,VACANT,,,VACANT ,unknown
2022,VACANT,HRO,HRO,,,HRO ,unknown
2022,HRO JESSICA,MOSNIK,MOSNIK,,,MOSNIK ,unknown
2022,JESSICA MOSNIK,MGT,MGT,,,MGT ,unknown
2022,MGT JASON,CRAIG,CRAIG,,,CRAIG ,unknown
2022,LTC JOHN RINGQUIST,TREAS,TREAS,,,TREAS ,unknown
2022,TREAS WILLIAM,COTTER,COTTER,,,COTTER ,unknown
2022,AMB TULINABO,MUSHINGI,MUSHINGI,,,MUSHINGI ,unknown
2022,TULINABO MUSHINGI,CON,CON,,,CON ,unknown
2022,CON ARYN,BLOODWORTH,BLOODWORTH,,,BLOODWORTH ,unknown
2022,ARYN BLOODWORTH,DCM,DCM,,,DCM ,unknown
2022,DCM MARY EMMA,ARNOLD,ARNOLD,,,ARNOLD ,unknown
2022,MARY EMMA ARNOLD,PAO,PAO,,,PAO ,unknown
2022,PAO CYNTHIA,DAY,DAY,,,DAY ,unknown
2022,CYNTHIA DAY,GSO,GSO,,,GSO ,unknown
2022,GSO,VACANT,VACANT,,,VACANT ,unknown
2022,VACANT,RSO,RSO,,,RSO ,unknown
2022,RSO MARC,JACKSON,JACKSON,,,JACKSON ,unknown
2022,MARC JACKSON,AID,AID,,,AID ,unknown
2022,AID JULIE,NENON,NENON,,,NENON ,unknown
2022,JULIE NENON,EEO,EEO,,,EEO ,unknown
2022,EEO,VACANT,VACANT,,,VACANT ,unknown
2022,VACANT,FMO,FMO,,,FMO ,unknown
2022,FMO SEAN,MCLEOD,MCLEOD,,,MCLEOD ,unknown
2022,CHRISTOPHER HATTAYER,IMO,IMO,,,IMO ,unknown
2022,IMO LUIS DE,ANDRADE,ANDRADE,,,ANDRADE ,unknown
2022,LUIS DE ANDRADE,ISSO,ISSO,,,ISSO ,unknown
2022,ISSO DARRIN,BROWN,BROWN,,,BROWN ,unknown
2022,GFS,Charleston Finance Center,Charleston,Finance,Center,Charleston Center,unknown
2022,AFSA,vacant,vacant,,,vacant ,unknown
2022,ISO,vacant,vacant,,,vacant ,unknown
2022,ISSO,vacant,vacant,,,vacant ,unknown
2022,DCM OMS,Leila Mendelovici,Leila,,Mendelovici,Leila Mendelovici,female
2022,AMB OMS,Vacant,Vacant,,,Vacant ,unknown
2022,FM,Kirk Jensen,Kirk,,Jensen,Kirk Jensen,male
2022,HRO,Robert Meister,Robert,,Meister,Robert Meister,male
2022,INL,Alexis Haftvani,Alexis,,Haftvani,Alexis Haftvani,male
2022,MGT,Gregory Keller,Gregory,,Keller,Gregory Keller,male
2022,POSHO,Kirk Jensen,Kirk,,Jensen,Kirk Jensen,male
2022,AMB,Lynne M. Tracy,Lynne,M.,Tracy,Lynne Tracy,female
2022,CON,Stephanie Zakhem,Stephanie,,Zakhem,Stephanie Zakhem,female
2022,DCM,William Laitinen,William,,Laitinen,William Laitinen,male
2022,PAO,Jennifer McAndrew,Jennifer,,McAndrew,Jennifer McAndrew,female
2022,GSO,Brian Fitzpatrick,Brian,,Fitzpatrick,Brian Fitzpatrick,male
2022,RSO,Craig Goldstein,Craig,,Goldstein,Craig Goldstein,male
2022,AID,John Allelo,John,,Allelo,John Allelo,male
2022,CLO,Vacant,Vacant,,,Vacant ,unknown
2022,ECON,Benjamin Burnes,Benjamin,,Burnes,Benjamin Burnes,male
2022,EEO,Alexis Haftvani,Alexis,,Haftvani,Alexis Haftvani,male
2022,FMO,Robert Meister,Robert,,Meister,Robert Meister,male
2022,IMO,Michelle Judy,Michelle,,Judy,Michelle Judy,female
2022,IPO,Sherman Singh,Sherman,,Singh,Sherman Singh,male
2022,ISO,Jannah Mandwee,Jannah,,Mandwee,Jannah Mandwee,unknown
2022,ISSO,Vacant,Vacant,,,Vacant ,unknown
2022,DCM OMS,Lisa Cantonwine,Lisa,,Cantonwine,Lisa Cantonwine,female
2022,AMB OMS,Bonnie Angelov,Bonnie,,Angelov,Bonnie Angelov,mostly_female
2022,ECON DEP,Craig Halbmaier,Craig,,Halbmaier,Craig Halbmaier,male
2022,FM,Johnny Shields,Johnny,,Shields,Johnny Shields,male
2022,HRO,Heather Grant,Heather,,Grant,Heather Grant,female
2022,LEGAT,Nitiana Mann,Nitiana,,Mann,Nitiana Mann,unknown
2022,MGT,David LaMontagne,David,,LaMontagne,David LaMontagne,male
2022,COL,Christopher Ingleton,Christopher,,Ingleton,Christopher Ingleton,male
2022,POL DEP,Bibi Voyles,Bibi,,Voyles,Bibi Voyles,female
2022,POSHO,Johnny Shields,Johnny,,Shields,Johnny Shields,male
2022,COL,Scott Weston,Scott,,Weston,Scott Weston,male
2022,AMB,Caroline Kennedy,Caroline,,Kennedy,Caroline Kennedy,female
2022,DCM,Michael Goldman,Michael,,Goldman,Michael Goldman,male
2022,PAO,Jeffrey Anderson,Jeffrey,,Anderson,Jeffrey Anderson,male
2022,GSO,Ryan Ruta,Ryan,,Ruta,Ryan Ruta,mostly_male
2022,RSO,Christopher Gillis,Christopher,,Gillis,Christopher Gillis,male
2022,AFSA,Miriam M Yaqub,Miriam,M,Yaqub,Miriam Yaqub,female
2022,AGR,Levin Flake,Levin,,Flake,Levin Flake,male
2022,CLO,Chirsty Peterson,Chirsty,,Peterson,Chirsty Peterson,unknown
2022,DEA,Kevin Merkel,Kevin,,Merkel,Kevin Merkel,male
2022,EST,Natalia Arenas,Natalia,,Arenas,Natalia Arenas,female
2022,FMO,Tyrone Campbell,Tyrone,,Campbell,Tyrone Campbell,male
2022,LTC,Troy Saechao,Troy,,Saechao,Troy Saechao,male
2022,IMO,Wendell Bullington,Wendell,,Bullington,Wendell Bullington,male
2022,IPO,Brett Raudenbush,Brett,,Raudenbush,Brett Raudenbush,male
2022,IRS,Bryant Brooks,Bryant,,Brooks,Bryant Brooks,male
2022,ISO,Nathan Holder,Nathan,,Holder,Nathan Holder,male
2022,CG OMS,Jennifer Khov,Jennifer,,Khov,Jennifer Khov,female
2022,MGT,Jackson Bloom,Jackson,,Bloom,Jackson Bloom,male
2022,POSHO,Jackson Bloom,Jackson,,Bloom,Jackson Bloom,male
2022,CG,Michael Kleine,Michael,,Kleine,Michael Kleine,male
