year,rank,name,first_clean,middle,last,firstlast,gender_guess
2022,CON,Daniel M.,Daniel,,M.,Daniel M.,male
2022,ISSO,Daniel M.,Daniel,,M.,Daniel M.,male
2022,COMM,Cathy Feig,Cathy,,Feig,Cathy Feig,female
2022,MGT,Daniel Hughes,Daniel,,Hughes,Daniel Hughes,male
2022,POSHO,Daniel Hughes,Daniel,,Hughes,Daniel Hughes,male
2022,CG,Ana A Escrogima,Ana,A,Escrogima,Ana Escrogima,female
2022,CON,Jean Akers,Jean,,Akers,Jean Akers,male
2022,PAO,Elizabeth Ategou,Elizabeth,,Ategou,Elizabeth Ategou,female
2022,RSO,Ben Hammond,Ben,,Hammond,Ben Hammond,male
2022,FAA,Don Ward,Don,,Ward,Don Ward,male
2022,IPO,Eric T. Vogel,Eric,T.,Vogel,Eric Vogel,male
2022,ISSO,Eric T. Vogel,Eric,T.,Vogel,Eric Vogel,male
2022,POSHO,Joel A. Burger,Joel,A.,Burger,Joel Burger,male
2022,PO,Danielle H. Monosson,Danielle,H.,Monosson,Danielle Monosson,female
2022,CON,Joel A. Burger,Joel,A.,Burger,Joel Burger,male
2022,CG OMS,Lucia J. Valenzuela,Lucia,J.,Valenzuela,Lucia Valenzuela,female
2022,FCS,Martin Claessens,Martin,,Claessens,Martin Claessens,male
2022,MGT,Jill M. Larson,Jill,M.,Larson,Jill Larson,female
2022,POSHO,Kelly Gerstbacher,Kelly,,Gerstbacher,Kelly Gerstbacher,mostly_female
2022,CG,Susan R. Crystal,Susan,R.,Crystal,Susan Crystal,female
2022,CON,Alexander Delorey,Alexander,,Delorey,Alexander Delorey,male
2022,PAO,Diane Del Rosario,Diane,,Del Rosario,Diane Del Rosario,female
2022,GSO,Kelly Gerstbacher,Kelly,,Gerstbacher,Kelly Gerstbacher,mostly_female
2022,CLO,Julieanne Villati,Julieanne,,Villati,Julieanne Villati,female
2022,IMO,Ryan Butler,Ryan,,Butler,Ryan Butler,mostly_male
2022,IPO,Matthew Klismith,Matthew,,Klismith,Matthew Klismith,male
2022,ACS,John Rush Marburg,John,Rush,Marburg,John Marburg,male
2022,CG OMS,Shine Kim,Shine,,Kim,Shine Kim,unknown
2022,LEGAT,Kevin Hughey,Kevin,,Hughey,Kevin Hughey,male
2022,MGT,Nicholas J. Tyner,Nicholas,J.,Tyner,Nicholas Tyner,male
2022,POSHO,Nicholas J. Tyner,Nicholas,J.,Tyner,Nicholas Tyner,male
2022,CG D, Brent Hardt,Brent,,Hardt,Brent Hardt,male
2022,CON,Matthew Cottrell,Matthew,,Cottrell,Matthew Cottrell,male
2022,PAO,Angela Girard,Angela,,Girard,Angela Girard,female
2022,RSO,David Oliveira,David,,Oliveira,David Oliveira,male
2022,CLO,Laura R Ortega,Laura,R,Ortega,Laura Ortega,female
2022,DEA,James L. Harley,James,L.,Harley,James Harley,male
2022,ECON,Damian Stafford,Damian,,Stafford,Damian Stafford,male
2022,IMO,Devin Hendriksen,Devin,,Hendriksen,Devin Hendriksen,mostly_male
2022,IPO,Devin Hendriksen,Devin,,Hendriksen,Devin Hendriksen,mostly_male
2022,ISO,Devin Hendriksen,Devin,,Hendriksen,Devin Hendriksen,mostly_male
2022,ISSO,Devin Hendriksen,Devin,,Hendriksen,Devin Hendriksen,mostly_male
2022,POL,Sung Choi,Sung,,Choi,Sung Choi,andy
2022,AMB OMS,Kevin M. Wood,Kevin,M.,Wood,Kevin Wood,male
2022,AMB,Sean E. Doocey,Sean,E.,Doocey,Sean Doocey,male
2022,DCM,Chuck H. Ashley,Chuck,H.,Ashley,Chuck Ashley,male
2022,OMS,Monique M. Le Dressay,Monique,M.,Le Dressay,Monique Le Dressay,female
2022,POSHO,Bryan K. Koontz,Bryan,K.,Koontz,Bryan Koontz,male
2022,PO,Bryan K. Koontz,Bryan,K.,Koontz,Bryan Koontz,male
2022,ECON,VACANT,VACANT,,,VACANT ,unknown
2022,ACS,Matt Carroll,Matt,,Carroll,Matt Carroll,male
2022,AMB OMS,Cecilia Wylie,Cecilia,,Wylie,Cecilia Wylie,female
2022,FM,Kirk Francis,Kirk,,Francis,Kirk Francis,male
2022,MGT,Marsha Lance,Marsha,,Lance,Marsha Lance,female
2022,POSHO,Marsha Lance,Marsha,,Lance,Marsha Lance,female
2022,AMB,Patricia Mahoney,Patricia,,Mahoney,Patricia Mahoney,female
2022,DCM,James J. Hogan,James,J.,Hogan,James Hogan,male
2022,PAO,Christian Olsen,Christian,,Olsen,Christian Olsen,male
2022,VACANT,AID,AID,,,AID ,unknown
2022,CLO,Rita Hodge,Rita,,Hodge,Rita Hodge,female
2022,EEO,Marsha Lance,Marsha,,Lance,Marsha Lance,female
2022,IMO,Russ Hodge,Russ,,Hodge,Russ Hodge,male
2022,ISSO,Russ Hodge,Russ,,Hodge,Russ Hodge,male
2022,AMB OMS,Raghda Assad,Raghda,,Assad,Raghda Assad,female
2022,FM,Bernard Gresham,Bernard,,Gresham,Bernard Gresham,male
2022,HRO,Emily Bristle,Emily,,Bristle,Emily Bristle,female
2022,MGT,Brendan James,Brendan,,James,Brendan James,male
2022,MAJ,Alexander Schade,Alexander,,Schade,Alexander Schade,male
2022,AMB,Alexander Laskaris,Alexander,,Laskaris,Alexander Laskaris,male
2022,CON,Doering Meyer,Doering,,Meyer,Doering Meyer,unknown
2022,DCM,Josie Ratcliffe,Josie,,Ratcliffe,Josie Ratcliffe,female
2022,PAO,Angi Pendergrass,Angi,,Pendergrass,Angi Pendergrass,female
2022,AID,Les McBride,Les,,McBride,Les McBride,mostly_male
2022,CLO,Ha Mai,Ha,,Mai,Ha Mai,mostly_male
2022,EEO,John Houston,John,,Houston,John Houston,male
2022,FMO,Michael Rusinas,Michael,,Rusinas,Michael Rusinas,male
2022,IMO,Jamie Jackson,Jamie,,Jackson,Jamie Jackson,mostly_female
2022,IPO,Jamie Jackson,Jamie,,Jackson,Jamie Jackson,mostly_female
2022,ISO,Jamie Jackson,Jamie,,Jackson,Jamie Jackson,mostly_female
2022,ISSO,Jamie Jackson,Jamie,,Jackson,Jamie Jackson,mostly_female
2022,DCM OMS,Melissa Cruz,Melissa,,Cruz,Melissa Cruz,female
2022,FCS,Dinah McDougall,Dinah,,McDougall,Dinah McDougall,female
2022,HRO,Justin Hekel,Justin,,Hekel,Justin Hekel,male
2022,LEGAT,Isaac Delong,Isaac,,Delong,Isaac Delong,male
2022,MGT,Andrew McClearn,Andrew,,McClearn,Andrew McClearn,male
2022,COL,Steve Morgenfeld,Steve,,Morgenfeld,Steve Morgenfeld,male
2022,AMB,Bernadette Meehan,Bernadette,,Meehan,Bernadette Meehan,female
2022,CG,Amy Reardon,Amy,,Reardon,Amy Reardon,female
2022,DCM,Richard Glenn,Richard,,Glenn,Richard Glenn,male
2022,PAO,Lisa Swenarski,Lisa,,Swenarski,Lisa Swenarski,female
2022,GSO,Paul Nichols,Paul,,Nichols,Paul Nichols,male
2022,RSO,James Harvey,James,,Harvey,James Harvey,male
2022,AGR,Brett Tate,Brett,,Tate,Brett Tate,male
2022,APHIS,Kelsey Branch,Kelsey,,Branch,Kelsey Branch,mostly_female
2022,DEA,Levi Faber,Levi,,Faber,Levi Faber,male
2022,FMO,Justin Hekel,Justin,,Hekel,Justin Hekel,male
2022,IPO,Gonzalo Saldias,Gonzalo,,Saldias,Gonzalo Saldias,male
2022,UNCLASSIFIED,ISO,ISO,,,ISO ,unknown
2022,ISO,Robert Levay,Robert,,Levay,Robert Levay,male
2022,ISSO,Demetrius Deas,Demetrius,,Deas,Demetrius Deas,male
2022,POL,Mariju Bofill,Mariju,,Bofill,Mariju Bofill,unknown
2022,DCM OMS,Lindy Ransom,Lindy,,Ransom,Lindy Ransom,female
2022,AMB OMS,Mayra Ahern,Mayra,,Ahern,Mayra Ahern,female
2022,CDC W, William Schluter,William,,Schluter,William Schluter,male
2022,CG OMS,Gayle Shayman,Gayle,,Shayman,Gayle Shayman,mostly_female
2022,DOE,Stephanie Duran,Stephanie,,Duran,Stephanie Duran,female
2022,FCS,Laurie Farris,Laurie,,Farris,Laurie Farris,female
2022,HRO,Jamie Patrick,Jamie,,Patrick,Jamie Patrick,mostly_female
2022,LEGAT,Stephen Iwan,Stephen,,Iwan,Stephen Iwan,male
2022,MGT,David Penuel,David,,Penuel,David Penuel,male
2022,POSHO,Benjamin Dieterle,Benjamin,,Dieterle,Benjamin Dieterle,male
2022,RADM,Thomas,Thomas,,,Thomas ,male
2022,TREAS,William Block,William,,Block,William Block,male
2022,AMB R, Nicholas Burns,Nicholas,,Burns,Nicholas Burns,male
2022,CG,William Bistransky,William,,Bistransky,William Bistransky,male
2022,DCM,David Meale,David,,Meale,David Meale,male
2022,PAO,Bettina Malone,Bettina,,Malone,Bettina Malone,female
2022,GSO,Rick Johnson,Rick,,Johnson,Rick Johnson,male
2022,RSO,Stephen Rice,Stephen,,Rice,Stephen Rice,male
2022,AGR,Bobby Richey,Bobby,,Richey,Bobby Richey,male
2022,APHIS,Joshua,Joshua,,,Joshua ,male
2022,ATO,Lashonda McLeod,Lashonda,,McLeod,Lashonda McLeod,female
2022,CLO,Catherine Adelakun,Catherine,,Adelakun,Catherine Adelakun,female
2022,DEA,Michael Ahern,Michael,,Ahern,Michael Ahern,male
2022,ECON,Jonathan Habjan,Jonathan,,Habjan,Jonathan Habjan,male
2022,EST,Forest Yang,Forest,,Yang,Forest Yang,male
2022,FAA,Nicole Didyk Wells,Nicole,Didyk,Wells,Nicole Wells,female
2022,FMO,Nicole Anderson,Nicole,,Anderson,Nicole Anderson,female
2022,IMO,David Penuel,David,,Penuel,David Penuel,male
2022,IPO,Marqui Neder,Marqui,,Neder,Marqui Neder,unknown
2022,ISSO,David Goforth,David,,Goforth,David Goforth,male
2022,POL,Benjamin S Bailey,Benjamin,S,Bailey,Benjamin Bailey,male
2022,FCS,Aliza Totayo,Aliza,,Totayo,Aliza Totayo,female
2022,HRO,Vacant,Vacant,,,Vacant ,unknown
2022,MGT,Eric Hansen,Eric,,Hansen,Eric Hansen,male
2022,POSHO,CG,CG,,,CG ,unknown
2022,CG,Lisa Heller,Lisa,,Heller,Lisa Heller,female
2022,CON,Thomas Jung,Thomas,,Jung,Thomas Jung,male
2022,PAO,Kristin Gilmore,Kristin,,Gilmore,Kristin Gilmore,female
2022,GSO,Daniela Ionova Swider,Daniela,Ionova,Swider,Daniela Swider,female
2022,RSO,Anne Brunn,Anne,,Brunn,Anne Brunn,female
2022,ATO,Vacant,Vacant,,,Vacant ,unknown
2022,CG OMS,Denis Rajic,Denis,,Rajic,Denis Rajic,male
2022,DPO,Daniel Delk,Daniel,,Delk,Daniel Delk,male
2022,FCS,Everett Wakai,Everett,,Wakai,Everett Wakai,male
2022,FM,Stephen Moran,Stephen,,Moran,Stephen Moran,male
2022,HRO,Victoria Daniel,Victoria,,Daniel,Victoria Daniel,female
2022,MGT,Tyler Rogstad,Tyler,,Rogstad,Tyler Rogstad,mostly_male
2022,POSHO,Stephen Moran,Stephen,,Moran,Stephen Moran,male
2022,CG,James Heller,James,,Heller,James Heller,male
2022,CON,Michael Garrote,Michael,,Garrote,Michael Garrote,male
2022,PAO,John Degory,John,,Degory,John Degory,male
2022,GSO,Ofrecio Albert,Ofrecio,,Albert,Ofrecio Albert,unknown
2022,ATO,Erik Hansen,Erik,,Hansen,Erik Hansen,male
2022,CLO,Ellin Lobb,Ellin,,Lobb,Ellin Lobb,unknown
2022,DEA,Edward Talbot,Edward,,Talbot,Edward Talbot,male
2022,EEO,Christina Cavallo,Christina,,Cavallo,Christina Cavallo,female
2022,ISSO,Ishwaran Ravindranath,Ishwaran,,Ravindranath,Ishwaran Ravindranath,unknown
2022,ACS,Adam Steckler,Adam,,Steckler,Adam Steckler,male
2022,CG OMS,Christopher Church,Christopher,,Church,Christopher Church,male
2022,FCS,William Toerpe,William,,Toerpe,William Toerpe,male
2022,FM,Qais Bashir,Qais,,Bashir,Qais Bashir,male
2022,MGT,Eric Rose,Eric,,Rose,Eric Rose,male
2022,POSHO,Qais Bashir,Qais,,Bashir,Qais Bashir,male
2022,CON,William Yu,William,,Yu,William Yu,male
2022,GSO,Malcolm Wightman,Malcolm,,Wightman,Malcolm Wightman,male
2022,RSO J, Todd Ricketts,Todd,,Ricketts,Todd Ricketts,male
2022,ATO,Chris Frederick,Chris,,Frederick,Chris Frederick,mostly_male
2022,EST,Alex Bartlett,Alex,,Bartlett,Alex Bartlett,male
2022,IPO,Christopher Lawson,Christopher,,Lawson,Christopher Lawson,male
2022,ISSO,Patrick Muchirahondo,Patrick,,Muchirahondo,Patrick Muchirahondo,male
2022,ACS,Lagretta Nickles,Lagretta,,Nickles,Lagretta Nickles,unknown
2022,CG OMS,Rhose Brinker,Rhose,,Brinker,Rhose Brinker,unknown
2022,FCS,vacant,vacant,,,vacant ,unknown
2022,MGT,Daniel Muffley,Daniel,,Muffley,Daniel Muffley,male
2022,POSHO,Daniel Muffley,Daniel,,Muffley,Daniel Muffley,male
2022,CG,Melissa Lan,Melissa,,Lan,Melissa Lan,female
2022,CON,Nikolas Trendowski,Nikolas,,Trendowski,Nikolas Trendowski,male
2022,PAO,Margaret Sullivan,Margaret,,Sullivan,Margaret Sullivan,female
2022,GSO,vacant,vacant,,,vacant ,unknown
2022,RSO,Alex Brinker,Alex,,Brinker,Alex Brinker,male
2022,ISO,John Feagin,John,,Feagin,John Feagin,male
2022,CG OMS,Sandra Polley,Sandra,,Polley,Sandra Polley,female
2022,FCS,Francis Peters,Francis,,Peters,Francis Peters,male
2022,FM,Thomas Shamel,Thomas,,Shamel,Thomas Shamel,male
2022,MGT,Tom Bevan,Tom,,Bevan,Tom Bevan,male
2022,OMS,Zach Alger,Zach,,Alger,Zach Alger,male
2022,POSHO,Thomas Shamel,Thomas,,Shamel,Thomas Shamel,male
2022,CG,Jim Mullinax,Jim,,Mullinax,Jim Mullinax,male
2022,PO,Jim Mullinax,Jim,,Mullinax,Jim Mullinax,male
2022,CON,Nick Larsen,Nick,,Larsen,Nick Larsen,male
2022,PAO,Stephanie Fitzmaurice,Stephanie,,Fitzmaurice,Stephanie Fitzmaurice,female
2022,GSO,Cynthia Burleigh,Cynthia,,Burleigh,Cynthia Burleigh,female
2022,RSO,Daniel Erickson,Daniel,,Erickson,Daniel Erickson,male
2022,ATO,Yvonne McDowell,Yvonne,,McDowell,Yvonne McDowell,female
2022,EEO,Elizabeth Isaman,Elizabeth,,Isaman,Elizabeth Isaman,female
2022,IMO,Shane Krohne,Shane,,Krohne,Shane Krohne,male
2022,IPO,Tim Harrison,Tim,,Harrison,Tim Harrison,male
2022,DCM OMS,Teresa Rodriguez,Teresa,,Rodriguez,Teresa Rodriguez,female
2022,ACS,Cristin Heinbeck,Cristin,,Heinbeck,Cristin Heinbeck,female
2022,AMB OMS,Ana Maria Aguavisas,Ana,Maria,Aguavisas,Ana Aguavisas,female
2022,DPO,Kathryn Urs,Kathryn,,Urs,Kathryn Urs,female
2022,ECON DEP,Michael Stewart,Michael,,Stewart,Michael Stewart,male
2022,FCS,John Simmons,John,,Simmons,John Simmons,male
2022,FM,Marcos Estrada,Marcos,,Estrada,Marcos Estrada,male
2022,ICITAP,Jose Chavarria,Jose,,Chavarria,Jose Chavarria,male
2022,INL,Nathan Macklin,Nathan,,Macklin,Nathan Macklin,male
2022,LEGAT,Sandra Milena Alicea,Sandra,Milena,Alicea,Sandra Alicea,female
2022,MGT,Jennifer McIntyre,Jennifer,,McIntyre,Jennifer McIntyre,female
2022,COL,Juan Zavala,Juan,,Zavala,Juan Zavala,male
2022,OPDAT,Vacant,Vacant,,,Vacant ,unknown
2022,POL DEP,Tyler Sparks,Tyler,,Sparks,Tyler Sparks,mostly_male
2022,POSHO,AnJuan Thomas,AnJuan,,Thomas,AnJuan Thomas,unknown
2022,COL,Michael D. Rayburn,Michael,D.,Rayburn,Michael Rayburn,male
2022,TREAS,Judson Horn,Judson,,Horn,Judson Horn,male
2022,AMB,Philip S. Goldberg,Philip,S.,Goldberg,Philip Goldberg,male
2022,CG,Deanna Abdeen,Deanna,,Abdeen,Deanna Abdeen,female
2022,CON,Deborah Campbell,Deborah,,Campbell,Deborah Campbell,female
2022,DCM,Brian Harris,Brian,,Harris,Brian Harris,male
2022,PAO,Orna Blum,Orna,,Blum,Orna Blum,female
2022,GSO,Claudia Coleman,Claudia,,Coleman,Claudia Coleman,female
2022,RSO,Fernando Matus,Fernando,,Matus,Fernando Matus,male
2022,AGR,Casey E Bean,Casey,E,Bean,Casey Bean,andy
2022,AID,Lawrence Sacks,Lawrence,,Sacks,Lawrence Sacks,male
2022,APHIS,Jeromy James McKim,Jeromy,James,McKim,Jeromy McKim,male
2022,DEA,Valerie Nickerson,Valerie,,Nickerson,Valerie Nickerson,female
2022,ECON,Ramon Negron,Ramon,,Negron,Ramon Negron,male
2022,FMO,Kevin Bohne,Kevin,,Bohne,Kevin Bohne,male
2022,IMO,Walter Cunningham,Walter,,Cunningham,Walter Cunningham,male
2022,IPO,Rydell Fletcher,Rydell,,Fletcher,Rydell Fletcher,unknown
2022,IRS,Michael Daniels,Michael,,Daniels,Michael Daniels,male
2022,ISO,Katina Caldwell,Katina,,Caldwell,Katina Caldwell,female
2022,ISSO,Kathryn Urs,Kathryn,,Urs,Kathryn Urs,female
2022,LAB,Randall Hicks,Randall,,Hicks,Randall Hicks,male
2022,POSHO BOGOTA,determines,determines,,,determines ,unknown
2022,BOGOTA,determines,determines,,,determines ,unknown
2022,RSO,Todd Lennon,Todd,,Lennon,Todd Lennon,male
2022,DEA,James Kuykendall,James,,Kuykendall,James Kuykendall,male
2022,AMB OMS,James Barnett,James,,Barnett,James Barnett,male
2022,FM,Michael E. Lipsett,Michael,E.,Lipsett,Michael Lipsett,male
2022,HRO,Janet Heg,Janet,,Heg,Janet Heg,female
2022,MGT,Aaron Truax,Aaron,,Truax,Aaron Truax,male
2022,AMB,Eugene S. Young,Eugene,S.,Young,Eugene Young,male
2022,CON,Regis E. Prevot,Regis,E.,Prevot,Regis Prevot,male
2022,DCM,Daniel A. Travis,Daniel,A.,Travis,Daniel Travis,male
2022,PAO,Alisande L. Ross,Alisande,L.,Ross,Alisande Ross,unknown
2022,GSO,David Poage,David,,Poage,David Poage,male
2022,RSO,Joseph Love,Joseph,,Love,Joseph Love,male
2022,CLO,Joyce Tam,Joyce,,Tam,Joyce Tam,female
2022,ECON,Olivia Maigret,Olivia,,Maigret,Olivia Maigret,female
2022,UNCLASSIFIED,FMO,FMO,,,FMO ,unknown
2022,IMO,Eric Titus,Eric,,Titus,Eric Titus,male
2022,IPO,Bryant Lane,Bryant,,Lane,Bryant Lane,male
2022,ISO,Eric Titus,Eric,,Titus,Eric Titus,male
2022,ISSO,Eric Titus,Eric,,Titus,Eric Titus,male
2022,POL,Christopher Schirm,Christopher,,Schirm,Christopher Schirm,male
2022,DCM OMS,Catherine Romeo,Catherine,,Romeo,Catherine Romeo,female
2022,ACS,James Manlowe,James,,Manlowe,James Manlowe,male
2022,AMB OMS,Amy M.Yribar,Amy,,M.Yribar,Amy M.Yribar,female
2022,FCS,Ryan Hollowell,Ryan,,Hollowell,Ryan Hollowell,mostly_male
2022,FDA,Katherine Serrano,Katherine,,Serrano,Katherine Serrano,female
2022,FM,Vadim Baranets,Vadim,,Baranets,Vadim Baranets,male
2022,HRO,Mary Ann Shepherd,Mary,Ann,Shepherd,Mary Shepherd,mostly_female
2022,INL,Robert Alter,Robert,,Alter,Robert Alter,male
2022,MGT,Andrew P. Hogenboom,Andrew,P.,Hogenboom,Andrew Hogenboom,male
2022,CDR,Maj. Matthew Pate,Matthew,,Pate,Matthew Pate,male
2022,POSHO,Vadim Baranets,Vadim,,Baranets,Vadim Baranets,male
2022,AMB,DCM,DCM,,,DCM ,unknown
2022,DCM,Michael Flores,Michael,,Flores,Michael Flores,male
2022,PAO,Kristin Haworth,Kristin,,Haworth,Kristin Haworth,female
2022,GSO,Nicholas Tyner,Nicholas,,Tyner,Nicholas Tyner,male
2022,RSO,Justin Smith,Justin,,Smith,Justin Smith,male
2022,AGR,Evan Mangino,Evan,,Mangino,Evan Mangino,male
2022,AID,Tim Callaghan,Tim,,Callaghan,Tim Callaghan,male
2022,APHIS,Evan Mangino,Evan,,Mangino,Evan Mangino,male
2022,FMO,Mary Ann Shepherd,Mary,Ann,Shepherd,Mary Shepherd,mostly_female
2022,IMO,Timothy Hinman,Timothy,,Hinman,Timothy Hinman,male
2022,IPO TDY,Roger Bjorkdahl,Roger,,Bjorkdahl,Roger Bjorkdahl,male
2022,TDY,Roger Bjorkdahl,Roger,,Bjorkdahl,Roger Bjorkdahl,male
2022,DCM OMS,Kathy Rivard,Kathy,,Rivard,Kathy Rivard,female
2022,AMB OMS,Tiffany Mitchell,Tiffany,,Mitchell,Tiffany Mitchell,female
2022,CDC,Shirish Balachandra,Shirish,,Balachandra,Shirish Balachandra,unknown
2022,VACANT,FCS,FCS,,,FCS ,unknown
2022,FCS,Ashley Ndir,Ashley,,Ndir,Ashley Ndir,mostly_female
2022,FM,Raphael Ngotie,Raphael,,Ngotie,Raphael Ngotie,male
2022,HRO,Erik Liederbach,Erik,,Liederbach,Erik Liederbach,male
2022,MGT,Stephanie Arnold,Stephanie,,Arnold,Stephanie Arnold,female
2022,POSHO,Raphael Ngotie,Raphael,,Ngotie,Raphael Ngotie,male
2022,TREAS,Jessica Isaacs,Jessica,,Isaacs,Jessica Isaacs,female
2022,US EXEC DIR,VACANT,VACANT,,,VACANT ,unknown
2022,AMB,Richard Bell,Richard,,Bell,Richard Bell,male
2022,CON,Stacie Hankins,Stacie,,Hankins,Stacie Hankins,mostly_female
2022,DCM,Joann Lockard,Joann,,Lockard,Joann Lockard,female
2022,PAO,Mark Zimmer,Mark,,Zimmer,Mark Zimmer,male
2022,GSO,Benjamin Bandoh,Benjamin,,Bandoh,Benjamin Bandoh,male
2022,RSO,James Bloomer,James,,Bloomer,James Bloomer,male
2022,AFSA,Maria Bradham,Maria,,Bradham,Maria Bradham,female
2022,AID,Nancy Lowenthal,Nancy,,Lowenthal,Nancy Lowenthal,female
2022,CLO,Cherilyn Bloomer,Cherilyn,,Bloomer,Cherilyn Bloomer,female
2022,EEO,Nina Toyo,Nina,,Toyo,Nina Toyo,female
2022,FMO,Ibrahim Koroma,Ibrahim,,Koroma,Ibrahim Koroma,male
2022,IMO,Wayne Payton,Wayne,,Payton,Wayne Payton,male
2022,IPO,Alfred Anthony,Alfred,,Anthony,Alfred Anthony,male
2022,ISSO,Wayne Payton,Wayne,,Payton,Wayne Payton,male
2022,ACS,Anson McLellan,Anson,,McLellan,Anson McLellan,male
2022,FM,Sonequa Braddy,Sonequa,,Braddy,Sonequa Braddy,unknown
2022,MGT,Richard Saunders,Richard,,Saunders,Richard Saunders,male
2022,POSHO,Sonequa Braddy,Sonequa,,Braddy,Sonequa Braddy,unknown
2022,CG,Steven Royster,Steven,,Royster,Steven Royster,male
2022,GSO,Oren Struck,Oren,,Struck,Oren Struck,male
2022,RSO,Aaron Van Horn,Aaron,,Van Horn,Aaron Van Horn,male
2022,IMO,Tangela Torain Myers,Tangela,Torain,Myers,Tangela Myers,female
2022,ISO,Norman Ellasos,Norman,,Ellasos,Norman Ellasos,male
2022,CG OMS,Nicole Rosa,Nicole,,Rosa,Nicole Rosa,female
2022,CM,Margaret Bond,Margaret,,Bond,Margaret Bond,female
2022,FM,Sharyles Bentura,Sharyles,,Bentura,Sharyles Bentura,unknown
2022,HRO,Brijin Green,Brijin,,Green,Brijin Green,unknown
2022,LEGAT,Doug Weber,Doug,,Weber,Doug Weber,male
2022,MGT,Sevak Tsaturyan,Sevak,,Tsaturyan,Sevak Tsaturyan,male
2022,POSHO,Sevak Tsaturyan,Sevak,,Tsaturyan,Sevak Tsaturyan,male
2022,CG,Margaret Bond,Margaret,,Bond,Margaret Bond,female
2022,CON,Anthony Brosnan,Anthony,,Brosnan,Anthony Brosnan,male
2022,PAO,Kristin Lundberg,Kristin,,Lundberg,Kristin Lundberg,female
2022,RSO,Kraig Kanahele,Kraig,,Kanahele,Kraig Kanahele,male
2022,CLO,Maria Klimek,Maria,,Klimek,Maria Klimek,female
2022,DEA,Evan Martinez,Evan,,Martinez,Evan Martinez,male
2022,IMO,Walter Salazar,Walter,,Salazar,Walter Salazar,male
2022,DCM OMS,Rudina Gazheli,Rudina,,Gazheli,Rudina Gazheli,female
2022,FM,Martin Lett,Martin,,Lett,Martin Lett,male
2022,HRO,Barrett Bryson,Barrett,,Bryson,Barrett Bryson,male
2022,MGT,Ana Maria Chiaventone,Ana,Maria,Chiaventone,Ana Chiaventone,female
2022,POSHO,Martin Lett,Martin,,Lett,Martin Lett,male
2022,COL,Roger Bowman,Roger,,Bowman,Roger Bowman,male
2022,AMB,Judith Garber,Judith,,Garber,Judith Garber,female
2022,CON,Stephanie Boscaino,Stephanie,,Boscaino,Stephanie Boscaino,female
2022,DCM,Yaryna Ferencevych,Yaryna,,Ferencevych,Yaryna Ferencevych,unknown
2022,PAO,Zenia Paganini,Zenia,,Paganini,Zenia Paganini,female
2022,GSO,James Chynoweth,James,,Chynoweth,James Chynoweth,male
2022,RSO,Thomas Eckert,Thomas,,Eckert,Thomas Eckert,male
2022,CLO,Keri Bowman and Kay Mike,Keri,Bowman and Kay,Mike,Keri Mike,female
2022,DEA,Shannon Mulcahy,Shannon,,Mulcahy,Shannon Mulcahy,mostly_female
2022,FMO,Barrett Bryson,Barrett,,Bryson,Barrett Bryson,male
2022,IMO,Anthony Mike,Anthony,,Mike,Anthony Mike,male
2022,IPO,Dale Jones,Dale,,Jones,Dale Jones,mostly_male
2022,ISSO,Anthony Mike,Anthony,,Mike,Anthony Mike,male
2022,DCM OMS,Tura Murdock,Tura,,Murdock,Tura Murdock,unknown
2022,AMB OMS,Katherine Pelzer,Katherine,,Pelzer,Katherine Pelzer,female
2022,DOE,Arlene Fetizanan,Arlene,,Fetizanan,Arlene Fetizanan,female
2022,FCS,Christina Sharkey,Christina,,Sharkey,Christina Sharkey,female
2022,FM,Frank Valli,Frank,,Valli,Frank Valli,male
2022,HRO,Andrea Heiland,Andrea,,Heiland,Andrea Heiland,female
2022,MGT,Anne Baker,Anne,,Baker,Anne Baker,female
2022,POSHO,Frank Valli,Frank,,Valli,Frank Valli,male
2022,COL,James Hackbarth,James,,Hackbarth,James Hackbarth,male
2022,CG,Kelly Kopcial,Kelly,,Kopcial,Kelly Kopcial,mostly_female
2022,DCM,Leah Pease,Leah,,Pease,Leah Pease,female
2022,PAO,Leah Pease,Leah,,Pease,Leah Pease,female
2022,GSO,Carolyn Calderon,Carolyn,,Calderon,Carolyn Calderon,female
2022,RSO,Richard Ojeda,Richard,,Ojeda,Richard Ojeda,male
2022,CLO,Jessica Jurkowski,Jessica,,Jurkowski,Jessica Jurkowski,female
2022,ECON,Ryan Stoner,Ryan,,Stoner,Ryan Stoner,mostly_male
2022,FMO,Andrea Heiland,Andrea,,Heiland,Andrea Heiland,female
2022,IMO,Roger Powe,Roger,,Powe,Roger Powe,male
2022,POL,Jeffrey Hulse,Jeffrey,,Hulse,Jeffrey Hulse,male
2022,CDC,Peter Fonjungo,Peter,,Fonjungo,Peter Fonjungo,male
2022,FM,Mark Nichols,Mark,,Nichols,Mark Nichols,male
2022,HRO,Jestina Hodge,Jestina,,Hodge,Jestina Hodge,unknown
2022,INL,Helene Tuling,Helene,,Tuling,Helene Tuling,female
2022,MGT,Eric Kramp,Eric,,Kramp,Eric Kramp,male
2022,POSHO,Mark Nichols,Mark,,Nichols,Mark Nichols,male
2022,CON,Carol Cox,Carol,,Cox,Carol Cox,mostly_female
2022,DCM,Acting DCM Stephanie,Acting,DCM,Stephanie,Acting Stephanie,unknown
