text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
CHG;,CHG;,CHG; Hawthorne Q. Mills,CHG, Hawthorne Q. Mills,,Hawthorne,Q.,Mills,,Hawthorne,Hawthorne Mills
ADM:,ADM:,ADM: Ned E. Morris,ADM, Ned E. Morris,,Ned,E.,Morris,,Ned,Ned Morris
DCM:,DCM:,"DCM: Charles F. Dunbar, Jr.",DCM," Charles F. Dunbar, Jr.",,Charles,F.,Dunbar,Jr.,Charles,Charles Dunbar
RSO:,RSO:,RSO: James M. Crowe,RSO, James M. Crowe,,James,M.,Crowe,,James,James Crowe
AMB:,AMB:,AMB: Michael H. Newlin,AMB, Michael H. Newlin,,Michael,H.,Newlin,,Michael,Michael Newlin
ADM:,ADM:,ADM: Kenneth M. Chard,ADM, Kenneth M. Chard,,Kenneth,M.,Chard,,Kenneth,Kenneth Chard
DCM:,DCM:,DCM: Joseph,DCM, Joseph,,Joseph,,,,Joseph,Joseph 
AGR:,AGR:,AGR: Forrest K. Gheerkin,AGR, Forrest K. Gheerkin,,Forrest,K.,Gheerkin,,Forrest,Forrest Gheerkin
POL:,POL:,POL: Richard S. Thompson,POL, Richard S. Thompson,,Richard,S.,Thompson,,Richard,Richard Thompson
ECO:,ECO:,ECO: Ross C. Parr,ECO, Ross C. Parr,,Ross,C.,Parr,,Ross,Ross Parr
PAO:,PAO:,PAO: Edward T. Penney,PAO, Edward T. Penney,,Edward,T.,Penney,,Edward,Edward Penney
COM:,COM:,COM: Albert G. Nahas,COM, Albert G. Nahas,,Albert,G.,Nahas,,Albert,Albert Nahas
ODA.,ODA.,"ODA. Ltc.William M. Handley,",ODA," Ltc.William M. Handley,",Ltc.William,M.,,Handley,,, Handley
CON:,CON:,CON: Mary M. McAteer,CON, Mary M. McAteer,,Mary,M.,McAteer,,Mary,Mary McAteer
PO:,PO:,PO: Hal W. Pattison,PO, Hal W. Pattison,,Hal,W.,Pattison,,Hal,Hal Pattison
CON:,CON:,CON: Alejandro D. Wolff,CON, Alejandro D. Wolff,,Alejandro,D.,Wolff,,Alejandro,Alejandro Wolff
AMB:,AMB:,AMB: Milan D. Bish,AMB, Milan D. Bish,,Milan,D.,Bish,,Milan,Milan Bish
CHG:,CHG:,CHG: Paul Byrnes,CHG, Paul Byrnes,,Paul,,Byrnes,,Paul,Paul Byrnes
CON:,CON:,CON: J. Loretta Baker,CON, J. Loretta Baker,,J.,Loretta,Baker,,Loretta,Loretta Baker
ADM:,ADM:,ADM: James Copeland,ADM, James Copeland,,James,,Copeland,,James,James Copeland
AMB:,AMB:,AMB: Harry W. Shlaudeman,AMB, Harry W. Shlaudeman,,Harry,W.,Shlaudeman,,Harry,Harry Shlaudeman
ADM:,ADM:,ADM: Harold E. Vickers,ADM, Harold E. Vickers,,Harold,E.,Vickers,,Harold,Harold Vickers
DCM:,DCM:,DCM: Claus W. Ruser,DCM, Claus W. Ruser,,Claus,W.,Ruser,,Claus,Claus Ruser
RSO:,RSO:,RSO: Raymond J. Russell,RSO, Raymond J. Russell,,Raymond,J.,Russell,,Raymond,Raymond Russell
ECO:,ECO:,ECO: Lewis R. Townsend,ECO, Lewis R. Townsend,,Lewis,R.,Townsend,,Lewis,Lewis Townsend
SCI:,SCI:,SCI: Lawrence,SCI, Lawrence,,Lawrence,,,,Lawrence,Lawrence 
COM:,COM:,"COM: Richard Rueda, Jr.",COM," Richard Rueda, Jr.",,Richard,,Rueda,Jr.,Richard,Richard Rueda
AGR:,AGR:,AGR: James,AGR, James,,James,,,,James,James 
POL:,POL:,POL: John F. King,POL, John F. King,,John,F.,King,,John,John King
PAO:,PAO:,PAO: Robert D. Cross,PAO, Robert D. Cross,,Robert,D.,Cross,,Robert,Robert Cross
LAB:,LAB:,LAB: John Keane,LAB, John Keane,,John,,Keane,,John,John Keane
ODA.,ODA.,ODA. Col Robert W. Pitt USAF,ODA, Col Robert W. Pitt USAF,Col,Robert,W.,Pitt,USAF,Robert,Robert Pitt
CON:,CON:,CON: Wilbur W. Hitchcock,CON, Wilbur W. Hitchcock,,Wilbur,W.,Hitchcock,,Wilbur,Wilbur Hitchcock
AMB:,AMB:,AMB: Robert D. Nesen,AMB, Robert D. Nesen,,Robert,D.,Nesen,,Robert,Robert Nesen
ADM:,ADM:,ADM: Howard F. Williams,ADM, Howard F. Williams,,Howard,F.,Williams,,Howard,Howard Williams
DCM:,DCM:,DCM: Stephen R. Lyne,DCM, Stephen R. Lyne,,Stephen,R.,Lyne,,Stephen,Stephen Lyne
MNL:,MNL:,MNL: David P. Christensen,MNL, David P. Christensen,,David,P.,Christensen,,David,David Christensen
ECO:,ECO:,ECO: Paul L. Laase,ECO, Paul L. Laase,,Paul,L.,Laase,,Paul,Paul Laase
RSO:,RSO:,RSO: Kenneth S. McGuire,RSO, Kenneth S. McGuire,,Kenneth,S.,McGuire,,Kenneth,Kenneth McGuire
COM:,COM:,COM: Edward G.,COM, Edward G.,,Edward,,G.,,Edward,Edward G.
SCI:,SCI:,SCI: William A. Weingarten,SCI, William A. Weingarten,,William,A.,Weingarten,,William,William Weingarten
AGR:,AGR:,AGR: Brice K. Meeker,AGR, Brice K. Meeker,,Brice,K.,Meeker,,Brice,Brice Meeker
POL:,POL:,POL: Richard N.,POL, Richard N.,,Richard,,N.,,Richard,Richard N.
PAO:,PAO:,PAO: Ivan Klecka,PAO, Ivan Klecka,,Ivan,,Klecka,,Ivan,Ivan Klecka
LAB:,LAB:,LAB: James P. Murphy,LAB, James P. Murphy,,James,P.,Murphy,,James,James Murphy
CON:,CON:,CON: Patricia A. Weber,CON, Patricia A. Weber,,Patricia,A.,Weber,,Patricia,Patricia Weber
CG:,CG:,CG: James W. White,CG, James W. White,,James,W.,White,,James,James White
ADM:,ADM:,ADM: Richard A. Johnson,ADM, Richard A. Johnson,,Richard,A.,Johnson,,Richard,Richard Johnson
COM:,COM:,COM: Donald R. Cleveland,COM, Donald R. Cleveland,,Donald,R.,Cleveland,,Donald,Donald Cleveland
BPAO:,BPAO:,BPAO: Katherine D. Ray,BPAO, Katherine D. Ray,,Katherine,D.,Ray,,Katherine,Katherine Ray
CON:,CON:,CON: Stephen P. Coffman,CON, Stephen P. Coffman,,Stephen,P.,Coffman,,Stephen,Stephen Coffman
CG.,CG.,CG. Herbert E. Horowitz,CG, Herbert E. Horowitz,,Herbert,E.,Horowitz,,Herbert,Herbert Horowitz
ADM:,ADM:,ADM: Charles H. Sisk,ADM, Charles H. Sisk,,Charles,H.,Sisk,,Charles,Charles Sisk
COM:,COM:,COM: Stephanie Mayfield,COM, Stephanie Mayfield,,Stephanie,,Mayfield,,Stephanie,Stephanie Mayfield
BPAO: William L. Minehart,BPAO: William L. Minehart,BPAO: William L. Minehart,BPAO, William L. Minehart,,William,L.,Minehart,,William,William Minehart
CON:,CON:,CON: John Moore,CON, John Moore,,John,,Moore,,John,John Moore
DIR:,DIR:,DIR: Hellmuth L. Kirschlager,DIR, Hellmuth L. Kirschlager,,Hellmuth,L.,Kirschlager,,Hellmuth,Hellmuth Kirschlager
PO:,PO:,PO: Martha Carbone,PO, Martha Carbone,,Martha,,Carbone,,Martha,Martha Carbone
CON:,CON:,CON: Robert B. Peterson,CON, Robert B. Peterson,,Robert,B.,Peterson,,Robert,Robert Peterson
COM:,COM:,COM: David L. Boerigter,COM, David L. Boerigter,,David,L.,Boerigter,,David,David Boerigter
BPAO:,BPAO:,BPAO: David L. Roberts Jr.,BPAO, David L. Roberts Jr.,,David,L.,Roberts,Jr.,David,David Roberts
AMB:,AMB:,AMB: Theodore,AMB, Theodore,,Theodore,,,,Theodore,Theodore 
ADM:,ADM:,ADM: John B. Thompson,ADM, John B. Thompson,,John,B.,Thompson,,John,John Thompson
DCM:,DCM:,DCM: Sol Polansky,DCM, Sol Polansky,,Sol,,Polansky,,Sol,Sol Polansky
RSO:,RSO:,RSO: Robert A. Vertocnik,RSO, Robert A. Vertocnik,,Robert,A.,Vertocnik,,Robert,Robert Vertocnik
ECO:,ECO:,ECO: Felix S. Bloch,ECO, Felix S. Bloch,,Felix,S.,Bloch,,Felix,Felix Bloch
AGR:,AGR:,AGR: Nicholas,AGR, Nicholas,,Nicholas,,,,Nicholas,Nicholas 
COM:,COM:,COM: Raymond W. Eiselt,COM, Raymond W. Eiselt,,Raymond,W.,Eiselt,,Raymond,Raymond Eiselt
POL:,POL:,POL: Carl J. Clement,POL, Carl J. Clement,,Carl,J.,Clement,,Carl,Carl Clement
PAO:,PAO:,PAO: Robert C. Voth,PAO, Robert C. Voth,,Robert,C.,Voth,,Robert,Robert Voth
LAB:,LAB:,LAB: John P. Becker,LAB, John P. Becker,,John,P.,Becker,,John,John Becker
CON:,CON:,CON: Randolph,CON, Randolph,,Randolph,,,,Randolph,Randolph 
"PORT OFFICE: Vienna 1, Friedrich Schmidt","PORT OFFICE: Vienna 1, Friedrich Schmidt","PORT OFFICE: Vienna 1, Friedrich Schmidt",PORT OFFICE," Vienna 1, Friedrich Schmidt",,Friedrich,Schmidt,Vienna 1,,Friedrich,Friedrich Vienna 1
OFFICE MGR:,OFFICE MGR:,OFFICE MGR: Henriette Holzer,OFFICE MGR, Henriette Holzer,,Henriette,,Holzer,,Henriette,Henriette Holzer
US REP:,US REP:,US REP: Amb. Richard T.,US REP, Amb. Richard T.,Amb.,Richard,,T.,,Richard,Richard T.
IAEA COUNS:,IAEA COUNS:,IAEA COUNS: Peter Brush,IAEA COUNS, Peter Brush,,Peter,,Brush,,Peter,Peter Brush
SR SCI ADV:,SR SCI ADV:,SR SCI ADV: Richard,SR SCI ADV, Richard,,Richard,,,,Richard,Richard 
POL ADV:,POL ADV:,POL ADV: Marguerite Cooper,POL ADV, Marguerite Cooper,,Marguerite,,Cooper,,Marguerite,Marguerite Cooper
NARC ADV:,NARC ADV:,NARC ADV: Walter V. Hall,NARC ADV, Walter V. Hall,,Walter,V.,Hall,,Walter,Walter Hall
US REP:,US REP:,US REP: Amb. Roger Kirk,US REP, Amb. Roger Kirk,Amb.,Roger,,Kirk,,Roger,Roger Kirk
COUNS:,COUNS:,COUNS: Brewster,COUNS, Brewster,,Brewster,,,,Brewster,Brewster 
ADM:,ADM:,ADM: Wayne S. Richman,ADM, Wayne S. Richman,,Wayne,S.,Richman,,Wayne,Wayne Richman
CHG:,CHG:,CHG: Andrew F. Antippas,CHG, Andrew F. Antippas,,Andrew,F.,Antippas,,Andrew,Andrew Antippas
AGR:,AGR:,AGR: Robert Anlauf,AGR, Robert Anlauf,,Robert,,Anlauf,,Robert,Robert Anlauf
CON:,CON:,CON: Richard D. Belt,CON, Richard D. Belt,,Richard,D.,Belt,,Richard,Richard Belt
PAO:,PAO:,PAO: Gerald C. Mattran,PAO, Gerald C. Mattran,,Gerald,C.,Mattran,,Gerald,Gerald Mattran
LAB:,LAB:,LAB: Anthony M. Kern,LAB, Anthony M. Kern,,Anthony,M.,Kern,,Anthony,Anthony Kern
IMPORTANT: See page xii for,IMPORTANT: See page xii for,IMPORTANT: See page xii for,IMPORTANT, See page xii for,,See,page xii,for,,See,See for
AMB:,AMB:,AMB: Peter A. Sutherland,AMB, Peter A. Sutherland,,Peter,A.,Sutherland,,Peter,Peter Sutherland
ADM:,ADM:,ADM: Lann A. Malesky,ADM, Lann A. Malesky,,Lann,A.,Malesky,,Lann,Lann Malesky
DCM:,DCM:,DCM: Charles H. Brayshaw,DCM, Charles H. Brayshaw,,Charles,H.,Brayshaw,,Charles,Charles Brayshaw
ATO:,ATO:,ATO: Joseph R. Butler,ATO, Joseph R. Butler,,Joseph,R.,Butler,,Joseph,Joseph Butler
PAO:,PAO:,PAO: Robert N. Minutillo,PAO, Robert N. Minutillo,,Robert,N.,Minutillo,,Robert,Robert Minutillo
CON:,CON:,CON: David H. Rundell,CON, David H. Rundell,,David,H.,Rundell,,David,David Rundell
AMB:,AMB:,AMB: Jane A. Coon,AMB, Jane A. Coon,,Jane,A.,Coon,,Jane,Jane Coon
ADM:,ADM:,ADM: Herbert D. Deremer,ADM, Herbert D. Deremer,,Herbert,D.,Deremer,,Herbert,Herbert Deremer
DCM:,DCM:,DCM: Carl W. Schmidt,DCM, Carl W. Schmidt,,Carl,W.,Schmidt,,Carl,Carl Schmidt
RSO:,RSO:,RSO: Edward A. Napolieto,RSO, Edward A. Napolieto,,Edward,A.,Napolieto,,Edward,Edward Napolieto
AGR:,AGR:,AGR: Robert W. Johnson,AGR, Robert W. Johnson,,Robert,W.,Johnson,,Robert,Robert Johnson
AID:,AID:,AID: Frank B. Kimball,AID, Frank B. Kimball,,Frank,B.,Kimball,,Frank,Frank Kimball
POL:,POL:,POL: Peter J. Lydon,POL, Peter J. Lydon,,Peter,J.,Lydon,,Peter,Peter Lydon
PAO:,PAO:,PAO: John H. Corr,PAO, John H. Corr,,John,H.,Corr,,John,John Corr
CON:,CON:,CON: Ellan Goff,CON, Ellan Goff,,Ellan,,Goff,,Ellan,Ellan Goff
ODA:,ODA:,ODA: Ltc. Hugh M. Baker USA,ODA, Ltc. Hugh M. Baker USA,Ltc.,Hugh,M.,Baker,USA,Hugh,Hugh Baker
DCM;,DCM;,DCM; Ludlow Flower III,DCM, Ludlow Flower III,,Ludlow,,Flower,III,Ludlow,Ludlow Flower
ADM:,ADM:,ADM: Lemuel D. Coles,ADM, Lemuel D. Coles,,Lemuel,D.,Coles,,Lemuel,Lemuel Coles
AGR:,AGR:,AGR: George J. Dietz,AGR, George J. Dietz,,George,J.,Dietz,,George,George Dietz
POL:,POL:,POL: Lawrence G. Rossin,POL, Lawrence G. Rossin,,Lawrence,G.,Rossin,,Lawrence,Lawrence Rossin
AID:,AID:,AID: William B. Wheeler,AID, William B. Wheeler,,William,B.,Wheeler,,William,William Wheeler
PAO:,PAO:,PAO: E. Ashley Wills,PAO, E. Ashley Wills,,E.,Ashley,Wills,,Ashley,Ashley Wills
CON:,CON:,CON: Karl I. Danga,CON, Karl I. Danga,,Karl,I.,Danga,,Karl,Karl Danga
AMB:,AMB:,AMB: Charles H. Price ||,AMB, Charles H. Price ||,,Charles,H. Price,||,,Charles,Charles ||
CON:,CON:,CON: Robert J. Bel,CON, Robert J. Bel,,Robert,J.,Bel,,Robert,Robert Bel
DCM.,DCM.,DCM. Edward L. Killham,DCM, Edward L. Killham,,Edward,L.,Killham,,Edward,Edward Killham
ADM:,ADM:,ADM: Lawrence D. Russell,ADM, Lawrence D. Russell,,Lawrence,D.,Russell,,Lawrence,Lawrence Russell
ECO:,ECO:,ECO: Mary E. McDonnell,ECO, Mary E. McDonnell,,Mary,E.,McDonnell,,Mary,Mary McDonnell
RSO:,RSO:,RSO: Gregorie W. Bujac,RSO, Gregorie W. Bujac,,Gregorie,W.,Bujac,,Gregorie,Gregorie Bujac
COM:,COM:,"COM: Ralph W. Stephan, Jr.",COM," Ralph W. Stephan, Jr.",,Ralph,W.,Stephan,Jr.,Ralph,Ralph Stephan
AGR:,AGR:,AGR: James F. Lankford,AGR, James F. Lankford,,James,F.,Lankford,,James,James Lankford
POL:,POL:,POL: John P. Heimann,POL, John P. Heimann,,John,P.,Heimann,,John,John Heimann
PAO:,PAO:,PAO: James Morad,PAO, James Morad,,James,,Morad,,James,James Morad
LAB;,LAB;,LAB; Wilbur I. Wright,LAB, Wilbur I. Wright,,Wilbur,I.,Wright,,Wilbur,Wilbur Wright
US PERM REP:,US PERM REP:,"US PERM REP: Amb W. Tapley Bennett, Jr.",US PERM REP," Amb W. Tapley Bennett, Jr.",Amb,W.,Tapley,Bennett,Jr.,Tapley,Tapley Bennett
POL ADV:,POL ADV:,POL ADV: Alan D. Berlind,POL ADV, Alan D. Berlind,,Alan,D.,Berlind,,Alan,Alan Berlind
DEF ADV:,DEF ADV:,DEF ADV: Laurence J. Legere,DEF ADV, Laurence J. Legere,,Laurence,J.,Legere,,Laurence,Laurence Legere
ECO ADV:,ECO ADV:,"ECO ADV: Harry M. Montgomery, Jr.",ECO ADV," Harry M. Montgomery, Jr.",,Harry,M.,Montgomery,Jr.,Harry,Harry Montgomery
PUB AFF ADV:,PUB AFF ADV:,PUB AFF ADV: Robert J. Wozniak,PUB AFF ADV, Robert J. Wozniak,,Robert,J.,Wozniak,,Robert,Robert Wozniak
ADMADV.,ADMADV.,ADMADV. Col Henry M. Reed,ADMADV, Col Henry M. Reed,Col,Henry,M.,Reed,,Henry,Henry Reed
AMB:,AMB:,AMB: George,AMB, George,,George,,,,George,George 
DCM:,DCM:,DCM: Denis Lamb,DCM, Denis Lamb,,Denis,,Lamb,,Denis,Denis Lamb
ECO COUNS:,ECO COUNS:,ECO COUNS: Edward,ECO COUNS, Edward,,Edward,,,,Edward,Edward 
POL COUNS:,POL COUNS:,POL COUNS: Arthur,POL COUNS, Arthur,,Arthur,,,,Arthur,Arthur 
PUB AFF COUNS:,PUB AFF COUNS:,PUB AFF COUNS: Dell Pendergrast,PUB AFF COUNS, Dell Pendergrast,,Dell,,Pendergrast,,Dell,Dell Pendergrast
AGR COUNS:,AGR COUNS:,AGR COUNS: Wayne W. Sharp,AGR COUNS, Wayne W. Sharp,,Wayne,W.,Sharp,,Wayne,Wayne Sharp
CUSTOMSATT:,CUSTOMSATT:,CUSTOMSATT: Dennis C. Sequeira,CUSTOMSATT, Dennis C. Sequeira,,Dennis,C.,Sequeira,,Dennis,Dennis Sequeira
OFF:,OFF:,OFF: RuSSell LaMantia,OFF, RuSSell LaMantia,,RuSSell,,LaMantia,,RuSSell,RuSSell LaMantia
LAB.,LAB.,LAB. James A. Mattson,LAB, James A. Mattson,,James,A.,Mattson,,James,James Mattson
CG:,CG:,CG: Thomas,CG, Thomas,,Thomas,,,,Thomas,Thomas 
CON:,CON:,CON: Bradley L. Hittle,CON, Bradley L. Hittle,,Bradley,L.,Hittle,,Bradley,Bradley Hittle
CHG.,CHG.,CHG. Malcolm R.,CHG, Malcolm R.,,Malcolm,,R.,,Malcolm,Malcolm R.
ADM:,ADM:,ADM: James,ADM, James,,James,,,,James,James 
LAB.,LAB.,LAB. John D. Fernandez,LAB, John D. Fernandez,,John,D.,Fernandez,,John,John Fernandez
POL:,POL:,POL: Richard A. Trencher,POL, Richard A. Trencher,,Richard,A.,Trencher,,Richard,Richard Trencher
AGR:,AGR:,AGR: Harry C. Bryan,AGR, Harry C. Bryan,,Harry,C.,Bryan,,Harry,Harry Bryan
CON:,CON:,CON: Darrell A. Jenks,CON, Darrell A. Jenks,,Darrell,A.,Jenks,,Darrell,Darrell Jenks
AID:,AID:,AID: John Lundgren,AID, John Lundgren,,John,,Lundgren,,John,John Lundgren
CHG.,CHG.,CHG. James R. Bullington,CHG, James R. Bullington,,James,R.,Bullington,,James,James Bullington
CON:,CON:,CON: Robert H. White,CON, Robert H. White,,Robert,H.,White,,Robert,Robert White
PAO:,PAO:,PAO: William G. Murphey,PAO, William G. Murphey,,William,G.,Murphey,,William,William Murphey
ADM:,ADM:,ADM: Larry Corbett,ADM, Larry Corbett,,Larry,,Corbett,,Larry,Larry Corbett
CG:,CG:,CG: John P. Owens,CG, John P. Owens,,John,P.,Owens,,John,John Owens
CON:,CON:,CON: Paul C. Kline,CON, Paul C. Kline,,Paul,C.,Kline,,Paul,Paul Kline
AMB:,AMB:,AMB: Edwin G. Corr,AMB, Edwin G. Corr,,Edwin,G.,Corr,,Edwin,Edwin Corr
AID:,AID:,AID: Henry H. Bassford,AID, Henry H. Bassford,,Henry,H.,Bassford,,Henry,Henry Bassford
DCM.,DCM.,DCM. William Pryce,DCM, William Pryce,,William,,Pryce,,William,William Pryce
PAO:,PAO:,PAO: James Meyer,PAO, James Meyer,,James,,Meyer,,James,James Meyer
NAU:,NAU:,NAU: Robert A. Gehring,NAU, Robert A. Gehring,,Robert,A.,Gehring,,Robert,Robert Gehring
COM:,COM:,COM: Richard R. Ades,COM, Richard R. Ades,,Richard,R.,Ades,,Richard,Richard Ades
ODA:,ODA:,"ODA: Col Henry Green, Jr.",ODA," Col Henry Green, Jr.",Col,Henry,,Green,Jr.,Henry,Henry Green
LAB:,LAB:,LAB: David G. Wagner,LAB, David G. Wagner,,David,G.,Wagner,,David,David Wagner
CON:,CON:,CON: George R. Summers,CON, George R. Summers,,George,R.,Summers,,George,George Summers
ADM:,ADM:,ADM: James J. Johnston,ADM, James J. Johnston,,James,J.,Johnston,,James,James Johnston
AGR:,AGR:,AGR: Norval Francis,AGR, Norval Francis,,Norval,,Francis,,Norval,Norval Francis
AMB:,AMB:,AMB: Horace,AMB, Horace,,Horace,,,,Horace,Horace 
ADM.,ADM.,"ADM. Eugene A. Trahan, Jr.",ADM," Eugene A. Trahan, Jr.",,Eugene,A.,Trahan,Jr.,Eugene,Eugene Trahan
AGR:,AGR:,AGR: John A. Williams,AGR, John A. Williams,,John,A.,Williams,,John,John Williams
AID:,AID:,AID: Louis A. Cohen,AID, Louis A. Cohen,,Louis,A.,Cohen,,Louis,Louis Cohen
CON:,CON:,CON: Robert H. Campbell,CON, Robert H. Campbell,,Robert,H.,Campbell,,Robert,Robert Campbell
PAO:,PAO:,PAO: Cornelius,PAO, Cornelius,,Cornelius,,,,Cornelius,Cornelius 
LAB:,LAB:,LAB: Charles,LAB, Charles,,Charles,,,,Charles,Charles 
ODA.,ODA.,ODA. Col David M. Parker,ODA, Col David M. Parker,Col,David,M.,Parker,,David,David Parker
MNL:,MNL:,MNL: Peter T. Hansen,MNL, Peter T. Hansen,,Peter,T.,Hansen,,Peter,Peter Hansen
AMB:,AMB:,AMB: Langhorne,AMB, Langhorne,,Langhorne,,,,Langhorne,Langhorne 
ADM:,ADM:,ADM: Bryce M. Gerlach,ADM, Bryce M. Gerlach,,Bryce,M.,Gerlach,,Bryce,Bryce Gerlach
DCM:,DCM:,DCM: George B. High,DCM, George B. High,,George,B.,High,,George,George High
RSO:,RSO:,"RSO: John W. Corris, Jr.",RSO," John W. Corris, Jr.",,John,W.,Corris,Jr.,John,John Corris
ECO:,ECO:,ECO: George R. Kenney,ECO, George R. Kenney,,George,R.,Kenney,,George,George Kenney
SCI:,SCI:,SCI: Daniel P. Serwer,SCI, Daniel P. Serwer,,Daniel,P.,Serwer,,Daniel,Daniel Serwer
FIN:,FIN:,FIN: John Abbott,FIN, John Abbott,,John,,Abbott,,John,John Abbott
AGR:,AGR:,AGR: G. Stanley Brown,AGR, G. Stanley Brown,,G.,Stanley,Brown,,Stanley,Stanley Brown
COM:,COM:,COM: Ernest T. Greene,COM, Ernest T. Greene,,Ernest,T.,Greene,,Ernest,Ernest Greene
PAO.,PAO.,PAO. McKinney,PAO, McKinney,,McKinney,,,,McKinney,McKinney 
POL:,POL:,POL: George A. McFarland,POL, George A. McFarland,,George,A.,McFarland,,George,George McFarland
ODA:,ODA:,ODA: Radm James E.,ODA, Radm James E.,Radm,James,,E.,,James,James E.
LAB.,LAB.,LAB. J. Guy Gwynne,LAB, J. Guy Gwynne,,J.,Guy,Gwynne,,Guy,Guy Gwynne
CON:,CON:,CON: James E. Flynn,CON, James E. Flynn,,James,E.,Flynn,,James,James Flynn
CG:,CG:,CG: Samuel E. Lupo,CG, Samuel E. Lupo,,Samuel,E.,Lupo,,Samuel,Samuel Lupo
CON:,CON:,CON: M. June Dohse,CON, M. June Dohse,,M.,June,Dohse,,June,June Dohse
ECO:,ECO:,ECO: James,ECO, James,,James,,,,James,James 
ADM:,ADM:,ADM: Richard C. Andre,ADM, Richard C. Andre,,Richard,C.,Andre,,Richard,Richard Andre
COM: John P. Steinmetz,COM: John P. Steinmetz,COM: John P. Steinmetz,COM, John P. Steinmetz,,John,P.,Steinmetz,,John,John Steinmetz
AGR:,AGR:,AGR: Joseph F. Somers,AGR, Joseph F. Somers,,Joseph,F.,Somers,,Joseph,Joseph Somers
POL:,POL:,POL: William H. Crane,POL, William H. Crane,,William,H.,Crane,,William,William Crane
BPAO:,BPAO:,BPAO: Leon Lederer II,BPAO, Leon Lederer II,,Leon,,Lederer,II,Leon,Leon Lederer
CG:,CG:,CG: John C. Leary,CG, John C. Leary,,John,C.,Leary,,John,John Leary
POL.,POL.,POL. Thomas G. Martin,POL, Thomas G. Martin,,Thomas,G.,Martin,,Thomas,Thomas Martin
ECO:,ECO:,ECO: Richard M. Bash,ECO, Richard M. Bash,,Richard,M.,Bash,,Richard,Richard Bash
CON:,CON:,CON: Therese Kleinkauf,CON, Therese Kleinkauf,,Therese,,Kleinkauf,,Therese,Therese Kleinkauf
COM: Louis V. Riggio,COM: Louis V. Riggio,COM: Louis V. Riggio,COM, Louis V. Riggio,,Louis,V.,Riggio,,Louis,Louis Riggio
ADM:,ADM:,ADM: Bohdan Dmytrewycz,ADM, Bohdan Dmytrewycz,,Bohdan,,Dmytrewycz,,Bohdan,Bohdan Dmytrewycz
AGR:,AGR:,AGR: John T. Hopkins,AGR, John T. Hopkins,,John,T.,Hopkins,,John,John Hopkins
BPAO: John Challinor,BPAO: John Challinor,BPAO: John Challinor,BPAO, John Challinor,,John,,Challinor,,John,John Challinor
DIR.,DIR.,"DIR. Edward E. Keller, Jr.",DIR," Edward E. Keller, Jr.",,Edward,E.,Keller,Jr.,Edward,Edward Keller
PO:,PO:,PO: Stuart H. Lippe,PO, Stuart H. Lippe,,Stuart,H.,Lippe,,Stuart,Stuart Lippe
BPAO: John Pouris,BPAO: John Pouris,BPAO: John Pouris,BPAO, John Pouris,,John,,Pouris,,John,John Pouris
CON:,CON:,CON: Richard A. Herold,CON, Richard A. Herold,,Richard,A.,Herold,,Richard,Richard Herold
CON:,CON:,CON: Guido Fenzi,CON, Guido Fenzi,,Guido,,Fenzi,,Guido,Guido Fenzi
BPAO: John P. Roney,BPAO: John P. Roney,BPAO: John P. Roney,BPAO, John P. Roney,,John,P.,Roney,,John,John Roney
PO:,PO:,PO: Douglas G. Hartley,PO, Douglas G. Hartley,,Douglas,G.,Hartley,,Douglas,Douglas Hartley
BPAO: John P. Dwyer,BPAO: John P. Dwyer,BPAO: John P. Dwyer,BPAO, John P. Dwyer,,John,P.,Dwyer,,John,John Dwyer
AMB:,AMB:,AMB: Robert L. Barry,AMB, Robert L. Barry,,Robert,L.,Barry,,Robert,Robert Barry
ADM:,ADM:,ADM: Louis J. Kochanek,ADM, Louis J. Kochanek,,Louis,J.,Kochanek,,Louis,Louis Kochanek
DCM.,DCM.,DCM. G. Norman,DCM, G. Norman,,G.,,Norman,,, Norman
RSO:,RSO:,RSO: George S. Beckett,RSO, George S. Beckett,,George,S.,Beckett,,George,George Beckett
AGR:,AGR:,AGR: Roger Lowen,AGR, Roger Lowen,,Roger,,Lowen,,Roger,Roger Lowen
ODA.,ODA.,ODA. Col Peter P. Petro,ODA, Col Peter P. Petro,Col,Peter,P.,Petro,,Peter,Peter Petro
CON:,CON:,CON: James F. Jeffrey,CON, James F. Jeffrey,,James,F.,Jeffrey,,James,James Jeffrey
AMB:,AMB:,AMB: Patricia M. Byrne,AMB, Patricia M. Byrne,,Patricia,M.,Byrne,,Patricia,Patricia Byrne
CON:,CON:,CON: Jeffrey,CON, Jeffrey,,Jeffrey,,,,Jeffrey,Jeffrey 
DCM: Jerrold M. Dion,DCM: Jerrold M. Dion,DCM: Jerrold M. Dion,DCM, Jerrold M. Dion,,Jerrold,M.,Dion,,Jerrold,Jerrold Dion
ADM:,ADM:,ADM: Robert E. Park,ADM, Robert E. Park,,Robert,E.,Park,,Robert,Robert Park
POL:,POL:,POL: Hugh C.,POL, Hugh C.,,Hugh,,C.,,Hugh,Hugh C.
AID:,AID:,AID: David N. Merrill,AID, David N. Merrill,,David,N.,Merrill,,David,David Merrill
PAO:,PAO:,PAO: Jerry E. Kyle,PAO, Jerry E. Kyle,,Jerry,E.,Kyle,,Jerry,Jerry Kyle
