text,text_squish,text_joined,rank,name,title,first,middle,last,suffix,first_clean,firstlast
CHG.,CHG.,CHG. Peter R. Chaveas,CHG, Peter R. Chaveas,,Peter,R.,Chaveas,,Peter,Peter Chaveas
AID:,AID:,AID: John Vovaas,AID, John Vovaas,,John,,Vovaas,,John,John Vovaas
PAO:,PAO:,PAO: William R. Barr,PAO, William R. Barr,,William,R.,Barr,,William,William Barr
CON:,CON:,CON: Elizabeth P. Barr,CON, Elizabeth P. Barr,,Elizabeth,P.,Barr,,Elizabeth,Elizabeth Barr
AMB:,AMB:,AMB: Thomas R. Pickering,AMB, Thomas R. Pickering,,Thomas,R.,Pickering,,Thomas,Thomas Pickering
ADM.,ADM.,ADM. Katherine L. Kemp,ADM, Katherine L. Kemp,,Katherine,L.,Kemp,,Katherine,Katherine Kemp
DCM.,DCM.,DCM. P. Wesley Kriebel,DCM, P. Wesley Kriebel,,P.,Wesley,Kriebel,,Wesley,Wesley Kriebel
RSO:,RSO:,RSO: Bernard B. Collins,RSO, Bernard B. Collins,,Bernard,B.,Collins,,Bernard,Bernard Collins
ECO:,ECO:,ECO: Carl C. Cundiff,ECO, Carl C. Cundiff,,Carl,C.,Cundiff,,Carl,Carl Cundiff
COM:,COM:,COM: George G. Griffin,COM, George G. Griffin,,George,G.,Griffin,,George,George Griffin
ATO:,ATO:,ATO: John R. Davenport,ATO, John R. Davenport,,John,R.,Davenport,,John,John Davenport
POL:,POL:,POL: Walter S. Clarke,POL, Walter S. Clarke,,Walter,S.,Clarke,,Walter,Walter Clarke
PAO:,PAO:,PAO: Brian Bell,PAO, Brian Bell,,Brian,,Bell,,Brian,Brian Bell
LAB:,LAB:,LAB: Susan M. Mowle,LAB, Susan M. Mowle,,Susan,M.,Mowle,,Susan,Susan Mowle
ODA.,ODA.,ODA. Col Chester D.,ODA, Col Chester D.,Col,Chester,,D.,,Chester,Chester D.
CON:,CON:,CON: John E. Bennett,CON, John E. Bennett,,John,E.,Bennett,,John,John Bennett
PO:,PO:,PO: Donald,PO, Donald,,Donald,,,,Donald,Donald 
ADM:,ADM:,"ADM: William Kohlenbush,",ADM," William Kohlenbush,",,William,,Kohlenbush,,William,William Kohlenbush
BPAO:,BPAO:,BPAO: Robert R. Gibbons,BPAO, Robert R. Gibbons,,Robert,R.,Gibbons,,Robert,Robert Gibbons
CON:,CON:,CON: Katherine T. Eſlam,CON, Katherine T. Eſlam,,Katherine,T.,Eſlam,,Katherine,Katherine Eſlam
AMB:,AMB:,AMB: Mark E. Austad,AMB, Mark E. Austad,,Mark,E.,Austad,,Mark,Mark Austad
ADM:,ADM:,ADM: John M. O'Keefe,ADM, John M. O'Keefe,,John,M.,O'Keefe,,John,John O'Keefe
DCM:,DCM:,DCM: Ronald Woods,DCM, Ronald Woods,,Ronald,,Woods,,Ronald,Ronald Woods
AGR:,AGR:,AGR: Edmund L. Nichols,AGR, Edmund L. Nichols,,Edmund,L.,Nichols,,Edmund,Edmund Nichols
ECO:,ECO:,ECO: John Boyle,ECO, John Boyle,,John,,Boyle,,John,John Boyle
COM:,COM:,COM: F. Brenne Bachmann,COM, F. Brenne Bachmann,,F.,Brenne,Bachmann,,Brenne,Brenne Bachmann
PAO:,PAO:,PAO: Gary J. Morley,PAO, Gary J. Morley,,Gary,J.,Morley,,Gary,Gary Morley
LAB;,LAB;,LAB; Patrick Del Vecchio,LAB, Patrick Del Vecchio,,Patrick,,Del Vecchio,,Patrick,Patrick Del Vecchio
CON:,CON:,CON: Robert G. Anders,CON, Robert G. Anders,,Robert,G.,Anders,,Robert,Robert Anders
ODA.,ODA.,ODA. Col Alex Vardamis USA,ODA, Col Alex Vardamis USA,Col,Alex,,Vardamis,USA,Alex,Alex Vardamis
AMB:,AMB:,AMB: John R. Countryman,AMB, John R. Countryman,,John,R.,Countryman,,John,John Countryman
CON:,CON:,CON: John E. Roberts,CON, John E. Roberts,,John,E.,Roberts,,John,John Roberts
DCM:,DCM:,DCM: Stephen W. Buck,DCM, Stephen W. Buck,,Stephen,W.,Buck,,Stephen,Stephen Buck
ADM:,ADM:,ADM: Robert W. Kepler,ADM, Robert W. Kepler,,Robert,W.,Kepler,,Robert,Robert Kepler
PAO:,PAO:,"PAO: William D. Cavness, Jr.",PAO," William D. Cavness, Jr.",,William,D.,Cavness,Jr.,William,William Cavness
POL:,POL:,POL: Mati Lohuaru,POL, Mati Lohuaru,,Mati,,Lohuaru,,Mati,Mati Lohuaru
REP:,REP:,REP: Chester S. Bell,REP, Chester S. Bell,,Chester,S.,Bell,,Chester,Chester Bell
AMB:,AMB:,AMB: Ronald I. Spiers,AMB, Ronald I. Spiers,,Ronald,I.,Spiers,,Ronald,Ronald Spiers
AGR:,AGR:,AGR: Charles M.,AGR, Charles M.,,Charles,,M.,,Charles,Charles M.
DCM;,DCM;,"DCM; Barrington King, Jr.",DCM," Barrington King, Jr.",,Barrington,,King,Jr.,Barrington,Barrington King
AID:,AID:,AID: Bryant George,AID, Bryant George,,Bryant,,George,,Bryant,Bryant George
POL:,POL:,POL: John L. Hirsch,POL, John L. Hirsch,,John,L.,Hirsch,,John,John Hirsch
PAO:,PAO:,PAO: James,PAO, James,,James,,,,James,James 
CON:,CON:,CON: Moosa A. Valli,CON, Moosa A. Valli,,Moosa,A.,Valli,,Moosa,Moosa Valli
NAU:,NAU:,NAU: Stanley D. Samuelson,NAU, Stanley D. Samuelson,,Stanley,D.,Samuelson,,Stanley,Stanley Samuelson
ADM:,ADM:,ADM: Richard N. Dertadian,ADM, Richard N. Dertadian,,Richard,N.,Dertadian,,Richard,Richard Dertadian
ODA:,ODA:,ODA: Col Harold A.,ODA, Col Harold A.,Col,Harold,,A.,,Harold,Harold A.
RSO:,RSO:,RSO: Douglas K. Roberts,RSO, Douglas K. Roberts,,Douglas,K.,Roberts,,Douglas,Douglas Roberts
CG:,CG:,CG: Richard St. F. Post,CG, Richard St. F. Post,,Richard,,St. F. Post,,Richard,Richard St. F. Post
CON:,CON:,CON: Elizabeth J. Berube,CON, Elizabeth J. Berube,,Elizabeth,J.,Berube,,Elizabeth,Elizabeth Berube
ADM:,ADM:,ADM: Alton R. Baysden,ADM, Alton R. Baysden,,Alton,R.,Baysden,,Alton,Alton Baysden
COM.,COM.,COM. David E. Brantley,COM, David E. Brantley,,David,E.,Brantley,,David,David Brantley
BPAO:,BPAO:,BPAO: Paul J. Rappaport,BPAO, Paul J. Rappaport,,Paul,J.,Rappaport,,Paul,Paul Rappaport
CG:,CG:,CG: John S. Brims,CG, John S. Brims,,John,S.,Brims,,John,John Brims
CON:,CON:,CON: Raymond J. Pepper,CON, Raymond J. Pepper,,Raymond,J.,Pepper,,Raymond,Raymond Pepper
ADM:,ADM:,ADM: Roger C. Nottingham,ADM, Roger C. Nottingham,,Roger,C.,Nottingham,,Roger,Roger Nottingham
BPAO: Sherman Ross,BPAO: Sherman Ross,BPAO: Sherman Ross,BPAO, Sherman Ross,,Sherman,,Ross,,Sherman,Sherman Ross
PO:,PO:,PO: Douglas B. Archard,PO, Douglas B. Archard,,Douglas,B.,Archard,,Douglas,Douglas Archard
CON:,CON:,"CON: Apartado 6959, R.P. 5",CON," Apartado 6959, R.P. 5",,R.P.,5,Apartado 6959,,5,5 Apartado 6959
AMB:,AMB:,"AMB: Ambler H. Moss, Jr.",AMB," Ambler H. Moss, Jr.",,Ambler,H.,Moss,Jr.,Ambler,Ambler Moss
AGR:,AGR:,AGR: Franklin D. Lee,AGR, Franklin D. Lee,,Franklin,D.,Lee,,Franklin,Franklin Lee
DCM:,DCM:,"DCM: Melville E. Blake, Jr.",DCM," Melville E. Blake, Jr.",,Melville,E.,Blake,Jr.,Melville,Melville Blake
ECO:,ECO:,ECO: J. Peter Becker,ECO, J. Peter Becker,,J.,Peter,Becker,,Peter,Peter Becker
COM:,COM:,COM: Dale V. Slaght,COM, Dale V. Slaght,,Dale,V.,Slaght,,Dale,Dale Slaght
AID:,AID:,AID: Robin Gomez,AID, Robin Gomez,,Robin,,Gomez,,Robin,Robin Gomez
POL:,POL:,POL: Richard,POL, Richard,,Richard,,,,Richard,Richard 
PAO:,PAO:,PAO: Robert A. Powers,PAO, Robert A. Powers,,Robert,A.,Powers,,Robert,Robert Powers
LAB:,LAB:,LAB: Donald,LAB, Donald,,Donald,,,,Donald,Donald 
ODA.,ODA.,ODA. LtC Gerald V. Walker,ODA, LtC Gerald V. Walker,LtC,Gerald,V.,Walker,,Gerald,Gerald Walker
CON:,CON:,CON: Howard,CON, Howard,,Howard,,,,Howard,Howard 
RSO:,RSO:,RSO: Frederick C. Lecker,RSO, Frederick C. Lecker,,Frederick,C.,Lecker,,Frederick,Frederick Lecker
AMB.,AMB.,AMB. M. Virginia Schafer,AMB, M. Virginia Schafer,,M.,Virginia,Schafer,,Virginia,Virginia Schafer
PAO:,PAO:,PAO: Michael A. Betcher,PAO, Michael A. Betcher,,Michael,A.,Betcher,,Michael,Michael Betcher
DCM:,DCM:,DCM: Patrick E. FitzGerald,DCM, Patrick E. FitzGerald,,Patrick,E.,FitzGerald,,Patrick,Patrick FitzGerald
ODA.,ODA.,ODA. Col William P.,ODA, Col William P.,Col,William,,P.,,William,William P.
CON:,CON:,CON: Albert P. Ishkanian,CON, Albert P. Ishkanian,,Albert,P.,Ishkanian,,Albert,Albert Ishkanian
ADM:,ADM:,ADM: Robert L. Fretz,ADM, Robert L. Fretz,,Robert,L.,Fretz,,Robert,Robert Fretz
AMB:,AMB:,AMB: Lyle F. Lane,AMB, Lyle F. Lane,,Lyle,F.,Lane,,Lyle,Lyle Lane
AGR:,AGR:,AGR: James V. Parker,AGR, James V. Parker,,James,V.,Parker,,James,James Parker
DCM.,DCM.,DCM. J. Ford Cooper,DCM, J. Ford Cooper,,J.,Ford,Cooper,,Ford,Ford Cooper
POL:,POL:,POL: Roger A. McGuire,POL, Roger A. McGuire,,Roger,A.,McGuire,,Roger,Roger McGuire
AID:,AID:,AID: Abe M. Pena,AID, Abe M. Pena,,Abe,M.,Pena,,Abe,Abe Pena
CON:,CON:,"CON: Edmund P. Glowen, Jr.",CON," Edmund P. Glowen, Jr.",,Edmund,P.,Glowen,Jr.,Edmund,Edmund Glowen
PAO:,PAO:,PAO: Donna Oglesby,PAO, Donna Oglesby,,Donna,,Oglesby,,Donna,Donna Oglesby
ADM:,ADM:,ADM: Franklin D. English,ADM, Franklin D. English,,Franklin,D.,English,,Franklin,Franklin English
ODA.,ODA.,ODA. Col Joe F. Veytia,ODA, Col Joe F. Veytia,Col,Joe,F.,Veytia,,Joe,Joe Veytia
AMB:,AMB:,"AMB: Frank V. Ortiz, Jr.",AMB," Frank V. Ortiz, Jr.",,Frank,V.,Ortiz,Jr.,Frank,Frank Ortiz
DCM:,DCM:,DCM: Gerald P. Lamberty,DCM, Gerald P. Lamberty,,Gerald,P.,Lamberty,,Gerald,Gerald Lamberty
AID:,AID:,AID: Malcolm H. Butler,AID, Malcolm H. Butler,,Malcolm,H.,Butler,,Malcolm,Malcolm Butler
ECO:,ECO:,ECO: M. Gordon Jones,ECO, M. Gordon Jones,,M.,Gordon,Jones,,Gordon,Gordon Jones
PAO:,PAO:,PAO: William R. Lenderking,PAO, William R. Lenderking,,William,R.,Lenderking,,William,William Lenderking
COM:,COM:,COM: Steven B. Ordal,COM, Steven B. Ordal,,Steven,B.,Ordal,,Steven,Steven Ordal
NAU:,NAU:,NAU: Larry C. Thompson,NAU, Larry C. Thompson,,Larry,C.,Thompson,,Larry,Larry Thompson
POL:,POL:,POL: Daniel H. Clare,POL, Daniel H. Clare,,Daniel,H.,Clare,,Daniel,Daniel Clare
ODA.,ODA.,ODA. Capt Lucian Martinez,ODA, Capt Lucian Martinez,Capt,Lucian,,Martinez,,Lucian,Lucian Martinez
LAB;,LAB;,LAB; Richard T. Booth,LAB, Richard T. Booth,,Richard,T.,Booth,,Richard,Richard Booth
CON:,CON:,CON: Cecil S. Richardson,CON, Cecil S. Richardson,,Cecil,S.,Richardson,,Cecil,Cecil Richardson
ADM.,ADM.,ADM. Edward T. Paukert,ADM, Edward T. Paukert,,Edward,T.,Paukert,,Edward,Edward Paukert
RSO:,RSO:,RSO: Martin C. Dougherty,RSO, Martin C. Dougherty,,Martin,C.,Dougherty,,Martin,Martin Dougherty
CHG.,CHG.,CHG. James D. Rosenthal,CHG, James D. Rosenthal,,James,D.,Rosenthal,,James,James Rosenthal
AGR:,AGR:,AGR: John E. Riesz,AGR, John E. Riesz,,John,E.,Riesz,,John,John Riesz
ECO:,ECO:,ECO: Edson W. Kempe,ECO, Edson W. Kempe,,Edson,W.,Kempe,,Edson,Edson Kempe
AID:,AID:,AID: Anthony,AID, Anthony,,Anthony,,,,Anthony,Anthony 
COM:,COM:,COM: Thomas C. Moore,COM, Thomas C. Moore,,Thomas,C.,Moore,,Thomas,Thomas Moore
POL.,POL.,POL. PAO.,POL, PAO.,,PAO.,,,,PAO.,PAO. 
PAO.,PAO.,PAO. Clifford E. Southard,PAO, Clifford E. Southard,,Clifford,E.,Southard,,Clifford,Clifford Southard
LAB:,LAB:,LAB: Leonard Sandman,LAB, Leonard Sandman,,Leonard,,Sandman,,Leonard,Leonard Sandman
ODA.,ODA.,ODA. Col Richard G.,ODA, Col Richard G.,Col,Richard,,G.,,Richard,Richard G.
CON:,CON:,CON: Vernon D. McAninch,CON, Vernon D. McAninch,,Vernon,D.,McAninch,,Vernon,Vernon McAninch
ADM:,ADM:,ADM: Paul Sadler,ADM, Paul Sadler,,Paul,,Sadler,,Paul,Paul Sadler
PO:,PO:,PO: Gilbert H.,PO, Gilbert H.,,Gilbert,,H.,,Gilbert,Gilbert H.
CON:,CON:,CON: Kevin T. McConnell,CON, Kevin T. McConnell,,Kevin,T.,McConnell,,Kevin,Kevin McConnell
BPAO:,BPAO:,BPAO: Lane T. Cubstead,BPAO, Lane T. Cubstead,,Lane,T.,Cubstead,,Lane,Lane Cubstead
AMB:,AMB:,AMB: Francis J. Meehan,AMB, Francis J. Meehan,,Francis,J.,Meehan,,Francis,Francis Meehan
RSO:,RSO:,RSO: Roy R. Higgins,RSO, Roy R. Higgins,,Roy,R.,Higgins,,Roy,Roy Higgins
DCM;,DCM;,"DCM; Herbert E. Wilgis, Jr.",DCM," Herbert E. Wilgis, Jr.",,Herbert,E.,Wilgis,Jr.,Herbert,Herbert Wilgis
SCI:,SCI:,SCI: John W. Zerolis,SCI, John W. Zerolis,,John,W.,Zerolis,,John,John Zerolis
ECO:,ECO:,ECO: Ralph R. Moore,ECO, Ralph R. Moore,,Ralph,R.,Moore,,Ralph,Ralph Moore
AGR:,AGR:,AGR: Guy Haviland,AGR, Guy Haviland,,Guy,,Haviland,,Guy,Guy Haviland
COM:,COM:,"COM: August Maffrey, Jr.",COM," August Maffrey, Jr.",,August,,Maffrey,Jr.,August,August Maffrey
ATO:,ATO:,ATO: Charles J. Larson,ATO, Charles J. Larson,,Charles,J.,Larson,,Charles,Charles Larson
POL:,POL:,POL: John R. Vought,POL, John R. Vought,,John,R.,Vought,,John,John Vought
CON:,CON:,CON: Rolfe B. Daniels,CON, Rolfe B. Daniels,,Rolfe,B.,Daniels,,Rolfe,Rolfe Daniels
ADM:,ADM:,"ADM: Michael J. McLaughlin, Jr.",ADM," Michael J. McLaughlin, Jr.",,Michael,J.,McLaughlin,Jr.,Michael,Michael McLaughlin
ODA:,ODA:,ODA: Col Charles L.,ODA, Col Charles L.,Col,Charles,,L.,,Charles,Charles L.
DIR:,DIR:,"DIR: August Maffrey, Jr.",DIR," August Maffrey, Jr.",,August,,Maffrey,Jr.,August,August Maffrey
PO:,PO:,PO: Carl A. Bastiani,PO, Carl A. Bastiani,,Carl,A.,Bastiani,,Carl,Carl Bastiani
ADM:,ADM:,ADM: Frederick Polasky,ADM, Frederick Polasky,,Frederick,,Polasky,,Frederick,Frederick Polasky
CON:,CON:,CON: Dean Ortblad,CON, Dean Ortblad,,Dean,,Ortblad,,Dean,Dean Ortblad
BCAO: Cesar Beltran,BCAO: Cesar Beltran,BCAO: Cesar Beltran,BCAO, Cesar Beltran,,Cesar,,Beltran,,Cesar,Cesar Beltran
PO:,PO:,PO: Harry E. Jones,PO, Harry E. Jones,,Harry,E.,Jones,,Harry,Harry Jones
ADM:,ADM:,ADM: Helene F.,ADM, Helene F.,,Helene,,F.,,Helene,Helene F.
BCAO: Richard C. Lundberg,BCAO: Richard C. Lundberg,BCAO: Richard C. Lundberg,BCAO, Richard C. Lundberg,,Richard,C.,Lundberg,,Richard,Richard Lundberg
AMB:,AMB:,AMB: Richard J. Bloomfield,AMB, Richard J. Bloomfield,,Richard,J.,Bloomfield,,Richard,Richard Bloomfield
AGR:,AGR:,AGR: Richard T.,AGR, Richard T.,,Richard,,T.,,Richard,Richard T.
DCM;,DCM;,DCM; Edward M. Rowell,DCM, Edward M. Rowell,,Edward,M.,Rowell,,Edward,Edward Rowell
ECO:,ECO:,ECO: Stephen B. Watkins,ECO, Stephen B. Watkins,,Stephen,B.,Watkins,,Stephen,Stephen Watkins
AID:,AID:,AID: Donald R. Finberg,AID, Donald R. Finberg,,Donald,R.,Finberg,,Donald,Donald Finberg
COM:,COM:,COM: Thomas H. Caswell ||,COM, Thomas H. Caswell ||,,Thomas,H. Caswell,||,,Thomas,Thomas ||
PAO:,PAO:,PAO: John C. Scafe,PAO, John C. Scafe,,John,C.,Scafe,,John,John Scafe
POL:,POL:,POL: Datus C. Proper,POL, Datus C. Proper,,Datus,C.,Proper,,Datus,Datus Proper
ODA:,ODA:,ODA: Col Roy C. Dalton,ODA, Col Roy C. Dalton,Col,Roy,C.,Dalton,,Roy,Roy Dalton
LAB:,LAB:,LAB: John B. Gwynn,LAB, John B. Gwynn,,John,B.,Gwynn,,John,John Gwynn
CON:,CON:,CON: James A. Smith,CON, James A. Smith,,James,A.,Smith,,James,James Smith
ADM.,ADM.,ADM. Emile F. Morin,ADM, Emile F. Morin,,Emile,F.,Morin,,Emile,Emile Morin
PO:,PO:,PO: Robert F. Illing,PO, Robert F. Illing,,Robert,F.,Illing,,Robert,Robert Illing
CON:,CON:,CON: Francis T. Scanlan,CON, Francis T. Scanlan,,Francis,T.,Scanlan,,Francis,Francis Scanlan
PO:,PO:,PO: Ruth S. Matthews,PO, Ruth S. Matthews,,Ruth,S.,Matthews,,Ruth,Ruth Matthews
CON:,CON:,CON: Stephanie A. Smith,CON, Stephanie A. Smith,,Stephanie,A.,Smith,,Stephanie,Stephanie Smith
AMB:,AMB:,AMB: Charles E. Marthinsen,AMB, Charles E. Marthinsen,,Charles,E.,Marthinsen,,Charles,Charles Marthinsen
ADM:,ADM:,ADM: ECO/COM: Steven L. Blake,ADM, ECO/COM: Steven L. Blake,,ECO/COM:,Steven L.,Blake,,ECO/COM:,ECO/COM: Blake
PAO:,PAO:,PAO: James L. Bullock,PAO, James L. Bullock,,James,L.,Bullock,,James,James Bullock
CON:,CON:,CON: Joseph,CON, Joseph,,Joseph,,,,Joseph,Joseph 
AMB:,AMB:,AMB: David B. Funderburk,AMB, David B. Funderburk,,David,B.,Funderburk,,David,David Funderburk
RSO:,RSO:,RSO: Edward Motekew,RSO, Edward Motekew,,Edward,,Motekew,,Edward,Edward Motekew
DCM:,DCM:,DCM: Herbert Kaiser,DCM, Herbert Kaiser,,Herbert,,Kaiser,,Herbert,Herbert Kaiser
SCI:,SCI:,SCI: John C. Zimmerman,SCI, John C. Zimmerman,,John,C.,Zimmerman,,John,John Zimmerman
ECO:,ECO:,ECO: Alan Parker,ECO, Alan Parker,,Alan,,Parker,,Alan,Alan Parker
AGR:,AGR:,AGR: Larry Panasuk,AGR, Larry Panasuk,,Larry,,Panasuk,,Larry,Larry Panasuk
COM:,COM:,COM: E. Scott Bozek,COM, E. Scott Bozek,,E.,Scott,Bozek,,Scott,Scott Bozek
POL:,POL:,POL: Stephen T. Johnson,POL, Stephen T. Johnson,,Stephen,T.,Johnson,,Stephen,Stephen Johnson
CON:,CON:,CON: John W. Vessey,CON, John W. Vessey,,John,W.,Vessey,,John,John Vessey
ADM:,ADM:,ADM: Ronald,ADM, Ronald,,Ronald,,,,Ronald,Ronald 
AMB:,AMB:,AMB: Harry,AMB, Harry,,Harry,,,,Harry,Harry 
GSO:,GSO:,GSO: Madeleine M. Brown,GSO, Madeleine M. Brown,,Madeleine,M.,Brown,,Madeleine,Madeleine Brown
DCM:,DCM:,DCM: Donald,DCM, Donald,,Donald,,,,Donald,Donald 
AID:,AID:,AID: Eugene,AID, Eugene,,Eugene,,,,Eugene,Eugene 
PAO:,PAO:,PAO: Thomas G. Hart,PAO, Thomas G. Hart,,Thomas,G.,Hart,,Thomas,Thomas Hart
AMB:,AMB:,AMB: Richard W. Murphy,AMB, Richard W. Murphy,,Richard,W.,Murphy,,Richard,Richard Murphy
ADM:,ADM:,ADM: Eugene,ADM, Eugene,,Eugene,,,,Eugene,Eugene 
DCM:,DCM:,DCM: James A. Placke,DCM, James A. Placke,,James,A.,Placke,,James,James Placke
RSO:,RSO:,RSO: Andrew Dillard,RSO, Andrew Dillard,,Andrew,,Dillard,,Andrew,Andrew Dillard
COM:,COM:,COM: Robert,COM, Robert,,Robert,,,,Robert,Robert 
PAO:,PAO:,PAO: Howard H. RuSSell,PAO, Howard H. RuSSell,,Howard,H.,RuSSell,,Howard,Howard RuSSell
POL:,POL:,POL: David G. Newton,POL, David G. Newton,,David,G.,Newton,,David,David Newton
ODA:,ODA:,ODA: Col Hollis D. Messer,ODA, Col Hollis D. Messer,Col,Hollis,D.,Messer,,Hollis,Hollis Messer
CON:,CON:,CON: Fernando Sanchez,CON, Fernando Sanchez,,Fernando,,Sanchez,,Fernando,Fernando Sanchez
CG:,CG:,CG: James M. Ealum,CG, James M. Ealum,,James,M.,Ealum,,James,James Ealum
ADM:,ADM:,ADM: Raymond,ADM, Raymond,,Raymond,,,,Raymond,Raymond 
DPO:,DPO:,DPO: William Polik,DPO, William Polik,,William,,Polik,,William,William Polik
BPAO: John F. Burgess,BPAO: John F. Burgess,BPAO: John F. Burgess,BPAO, John F. Burgess,,John,F.,Burgess,,John,John Burgess
CON:,CON:,CON: Gwendolyn,CON, Gwendolyn,,Gwendolyn,,,,Gwendolyn,Gwendolyn 
USICA:,USICA:,USICA: PO:,USICA, PO:,,PO:,,,,PO:,PO: 
PO:,PO:,PO: Frederick H. Gerlach,PO, Frederick H. Gerlach,,Frederick,H.,Gerlach,,Frederick,Frederick Gerlach
CON:,CON:,CON: Walter N. Pflaumer,CON, Walter N. Pflaumer,,Walter,N.,Pflaumer,,Walter,Walter Pflaumer
ECO:,ECO:,ECO: John B. Craig,ECO, John B. Craig,,John,B.,Craig,,John,John Craig
ADM:,ADM:,ADM: Charles Nichols,ADM, Charles Nichols,,Charles,,Nichols,,Charles,Charles Nichols
COM:,COM:,COM: Bruce Carter,COM, Bruce Carter,,Bruce,,Carter,,Bruce,Bruce Carter
DPAO: Donald B. Cofman,DPAO: Donald B. Cofman,DPAO: Donald B. Cofman,DPAO, Donald B. Cofman,,Donald,B.,Cofman,,Donald,Donald Cofman
FIN:,FIN:,FIN: Robert L. Walker,FIN, Robert L. Walker,,Robert,L.,Walker,,Robert,Robert Walker
DIR:,DIR:,DIR: F. Joe Hunt,DIR, F. Joe Hunt,,F.,Joe,Hunt,,Joe,Joe Hunt
DEP:,DEP:,DEP: Gerald Olsen,DEP, Gerald Olsen,,Gerald,,Olsen,,Gerald,Gerald Olsen
AMB:,AMB:,AMB: Charles W. Bray,AMB, Charles W. Bray,,Charles,W.,Bray,,Charles,Charles Bray
RSO:,RSO:,RSO: Arthur A. Maurel,RSO, Arthur A. Maurel,,Arthur,A.,Maurel,,Arthur,Arthur Maurel
DCM:,DCM:,DCM: Edmund T. DeJarnette,DCM, Edmund T. DeJarnette,,Edmund,T.,DeJarnette,,Edmund,Edmund DeJarnette
POL:,POL:,POL: David P. Rawson,POL, David P. Rawson,,David,P.,Rawson,,David,David Rawson
PAO:,PAO:,PAO: Arthur,PAO, Arthur,,Arthur,,,,Arthur,Arthur 
ADM:,ADM:,ADM: Stanley,ADM, Stanley,,Stanley,,,,Stanley,Stanley 
CHG:,CHG:,CHG: Stephen P. Dawkins,CHG, Stephen P. Dawkins,,Stephen,P.,Dawkins,,Stephen,Stephen Dawkins
ADM.,ADM.,"ADM. Tibor P. Nagy, Jr.",ADM," Tibor P. Nagy, Jr.",,Tibor,P.,Nagy,Jr.,Tibor,Tibor Nagy
CON:,CON:,CON: Michael B. Doyle,CON, Michael B. Doyle,,Michael,B.,Doyle,,Michael,Michael Doyle
AMB:,AMB:,AMB: Theresa A. Healy,AMB, Theresa A. Healy,,Theresa,A.,Healy,,Theresa,Theresa Healy
DCM.,DCM.,DCM. Richard J. Tierney,DCM, Richard J. Tierney,,Richard,J.,Tierney,,Richard,Richard Tierney
PAO:,PAO:,PAO: Robert A. Merian,PAO, Robert A. Merian,,Robert,A.,Merian,,Robert,Robert Merian
ADM:,ADM:,ADM: Alphonso,ADM, Alphonso,,Alphonso,,,,Alphonso,Alphonso 
AMB:,AMB:,AMB: Harry E. T. Thayer,AMB, Harry E. T. Thayer,,Harry,E. T.,Thayer,,Harry,Harry Thayer
CON:,CON:,CON: James H. Lassiter,CON, James H. Lassiter,,James,H.,Lassiter,,James,James Lassiter
DCM:,DCM:,DCM: Morton S. Smith,DCM, Morton S. Smith,,Morton,S.,Smith,,Morton,Morton Smith
ADM:,ADM:,ADM: Maurice N. Grainek,ADM, Maurice N. Grainek,,Maurice,N.,Grainek,,Maurice,Maurice Grainek
ATO:,ATO:,ATO: James Y. Iso,ATO, James Y. Iso,,James,,Y.,Iso,James,James Y.
COM:,COM:,COM: Geoffrey H. Walser,COM, Geoffrey H. Walser,,Geoffrey,H.,Walser,,Geoffrey,Geoffrey Walser
PAO:,PAO:,PAO: Edward F. Conyngham,PAO, Edward F. Conyngham,,Edward,F.,Conyngham,,Edward,Edward Conyngham
POL:,POL:,POL: J. Anthony Allitto,POL, J. Anthony Allitto,,J.,Anthony,Allitto,,Anthony,Anthony Allitto
ODA:,ODA:,ODA: Capt Thomas W.,ODA, Capt Thomas W.,Capt,Thomas,,W.,,Thomas,Thomas W.
DIR.,DIR.,DIR. W. Donn Heaney,DIR, W. Donn Heaney,,W.,Donn,Heaney,,Donn,Donn Heaney
AMB:,AMB:,AMB: Donald K. Petterson,AMB, Donald K. Petterson,,Donald,K.,Petterson,,Donald,Donald Petterson
DCM:,DCM:,DCM: Donald E. Huth,DCM, Donald E. Huth,,Donald,E.,Huth,,Donald,Donald Huth
ADM:,ADM:,ADM: Guy Davis,ADM, Guy Davis,,Guy,,Davis,,Guy,Guy Davis
AID:,AID:,AID: James Kelly,AID, James Kelly,,James,,Kelly,,James,James Kelly
CON:,CON:,"CON: John J. Keefe, Jr.",CON," John J. Keefe, Jr.",,John,J.,Keefe,Jr.,John,John Keefe
PAO:,PAO:,PAO: Terry C. Eakin,PAO, Terry C. Eakin,,Terry,C.,Eakin,,Terry,Terry Eakin
POL:,POL:,POL: Janet Crist,POL, Janet Crist,,Janet,,Crist,,Janet,Janet Crist
ODA.,ODA.,ODA. Ltc. Howell C.,ODA, Ltc. Howell C.,Ltc.,Howell,,C.,,Howell,Howell C.
AMB:,AMB:,AMB: William B. Edmondson,AMB, William B. Edmondson,,William,B.,Edmondson,,William,William Edmondson
RSO:,RSO:,RSO: Frank D. Durfey,RSO, Frank D. Durfey,,Frank,D.,Durfey,,Frank,Frank Durfey
DCM:,DCM:,DCM: Howard K. Walker,DCM, Howard K. Walker,,Howard,K.,Walker,,Howard,Howard Walker
PAO:,PAO:,PAO: Joann Lewinsohn,PAO, Joann Lewinsohn,,Joann,,Lewinsohn,,Joann,Joann Lewinsohn
